"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"61",167,149,125,174,132,65,139,228,1567,83,220,23,947,53,135,19,150,131,139,354
"62",99,142,52,49,73,81,211,104,1513,114,304,34,780,164,209,41,207,33,289,501
"63",95,109,25,164,47,34,139,183,1729,52,227,158,765,54,232,20,66,57,207,637
"64",154,128,28,73,95,40,173,135,1424,120,331,127,928,83,159,42,109,67,178,606
"65",131,113,55,161,97,68,102,161,1836,109,262,15,911,78,214,46,153,58,112,318
"66",294,193,104,71,144,46,87,189,1512,99,177,63,976,141,219,69,67,17,230,302
"67",239,251,34,58,87,80,161,101,1523,71,271,10,659,53,273,68,94,66,308,593
"68",111,183,176,79,29,122,236,75,1370,43,297,79,696,118,192,51,112,58,337,636
"69",221,106,56,64,101,120,192,92,1575,61,257,55,617,141,177,23,208,125,361,448
"70",209,270,32,39,56,29,50,175,1691,222,180,50,826,99,216,61,143,44,272,336
"71",181,123,127,86,133,53,32,227,1436,102,387,78,795,54,175,95,234,69,258,355
"72",102,169,16,50,52,125,81,162,1758,67,301,37,676,142,295,37,164,107,242,417
"73",115,157,67,95,67,148,68,127,1295,230,399,54,864,82,186,43,122,251,183,447
"74",102,361,77,64,81,39,109,145,1541,103,378,7,686,69,270,27,194,75,178,494
"75",105,158,121,76,29,35,40,274,1758,47,376,53,629,62,214,137,213,87,280,306
"76",54,117,63,41,181,154,108,152,1616,94,299,112,740,27,298,58,254,83,274,275
"77",159,41,30,39,61,74,278,146,1467,134,392,29,816,49,300,92,219,71,227,376
"78",141,140,118,154,36,73,23,144,1694,164,285,75,853,49,166,52,138,61,268,366
"79",129,69,83,128,43,94,188,169,1532,76,231,98,1048,119,148,21,145,76,221,382
"80",147,97,32,36,28,146,179,275,1306,121,287,140,700,46,184,63,380,52,225,556
"81",175,149,34,93,68,123,78,210,1381,95,270,68,961,121,195,75,215,23,273,393
"82",76,84,10,124,129,39,167,213,1746,80,357,66,631,77,199,77,137,61,250,477
"83",70,51,7,32,62,65,108,152,1626,158,237,153,908,28,247,57,144,105,188,602
"84",91,149,96,83,108,116,60,242,1504,45,321,83,708,157,249,68,140,71,192,517
"85",148,125,33,33,37,61,166,222,1607,150,308,58,796,83,214,50,66,49,247,547
"86",110,77,40,38,65,46,64,95,1310,73,291,54,1361,136,172,98,106,53,214,597
"87",68,88,28,128,45,84,71,203,1533,71,124,114,861,98,300,122,248,40,309,465
"88",180,134,78,77,74,60,254,185,1732,62,353,45,664,70,222,60,143,38,199,370
"89",169,128,176,47,62,50,121,215,1595,142,237,70,879,41,98,46,165,76,194,489
"90",101,100,29,83,92,28,79,172,1823,43,397,23,709,51,239,62,115,65,338,451
"91",160,93,110,87,67,175,163,109,1437,54,317,68,721,49,263,60,102,71,395,499
"92",120,194,129,61,77,58,141,176,1686,241,353,83,625,39,121,38,153,53,213,439
"93",71,89,74,38,147,33,146,195,1529,143,274,65,1026,54,115,23,253,48,266,411
"94",177,71,89,86,89,26,98,124,1814,153,231,77,684,54,153,35,182,60,212,585
"95",178,198,5,50,83,94,74,307,1239,254,519,89,716,72,195,32,151,100,255,389
"96",130,137,26,107,156,130,187,108,1486,82,221,5,866,85,192,31,129,63,219,640
"97",95,132,37,25,125,101,98,143,1333,156,246,106,815,97,351,51,211,81,286,511
"98",120,60,40,74,63,111,87,154,1479,89,346,67,1150,117,193,49,196,53,125,427
"99",141,112,63,26,127,58,51,153,1553,97,230,45,842,122,225,79,313,60,245,458
"100",221,88,80,114,60,89,100,209,1226,134,327,118,966,89,206,100,192,91,223,367
"101",77,133,52,32,100,127,142,157,1574,92,259,104,822,60,180,47,156,168,321,397
"102",136,147,108,62,31,67,171,115,1597,49,218,163,619,187,73,209,104,40,370,534
"103",116,130,128,60,75,32,140,252,1532,136,303,22,899,54,148,157,130,52,84,550
"104",110,89,70,56,78,88,222,91,1667,144,270,47,859,95,228,117,166,48,215,340
"105",232,113,40,58,137,63,114,159,1462,66,227,50,936,125,141,45,221,33,267,511
"106",127,128,33,97,14,61,93,189,1665,63,297,36,790,52,252,91,229,58,205,520
"107",141,69,72,35,93,79,80,233,1554,168,485,37,549,116,147,40,268,36,216,582
"108",97,160,43,175,26,87,57,190,1704,163,300,16,756,46,122,14,207,68,224,545
"109",146,133,45,51,206,108,126,102,1057,91,301,44,795,44,315,64,302,75,370,625
"110",97,195,48,76,96,72,190,107,1643,48,260,119,858,51,139,34,109,90,235,533
"111",172,123,48,93,117,69,113,137,1615,127,210,109,734,45,169,179,188,55,236,461
"112",188,104,115,73,82,109,82,271,1410,115,264,118,616,81,313,60,126,112,264,497
"113",158,232,203,102,56,116,180,157,1246,65,214,135,912,50,178,69,172,51,340,364
"114",166,87,25,40,48,63,58,226,1429,23,360,116,541,95,334,118,212,114,377,568
"115",136,176,45,45,84,60,98,193,1641,61,289,29,884,139,211,50,54,66,299,440
"116",141,110,44,127,22,174,158,339,1360,85,336,85,714,23,163,71,173,25,236,614
"117",95,139,13,14,75,125,195,132,1732,104,311,34,625,164,262,47,157,113,298,365
"118",227,148,54,71,22,84,152,49,1517,58,272,34,914,98,247,13,210,166,208,456
"119",91,228,20,86,120,72,66,212,1324,152,415,142,904,120,305,35,151,22,148,387
"120",70,282,40,106,158,58,80,187,1455,163,329,66,670,48,222,35,192,101,448,290
"121",149,157,110,68,54,225,152,112,1431,42,248,99,786,78,173,20,107,58,370,561
"122",101,142,73,49,56,121,112,186,1580,182,274,45,865,52,287,65,130,74,217,389
"123",161,71,26,65,167,55,119,360,1185,242,304,75,648,177,225,21,186,140,232,541
"124",174,122,142,79,66,81,78,131,1521,141,151,65,849,172,176,56,64,139,289,504
"125",74,213,56,29,50,76,42,103,1645,130,462,23,871,68,227,48,171,53,142,517
"126",90,141,65,29,44,79,58,99,1369,174,384,58,970,84,221,71,177,109,364,414
"127",134,182,41,87,110,57,92,179,1448,110,349,111,855,30,249,79,158,72,324,333
"128",60,193,20,46,74,44,81,93,1775,190,341,85,781,94,187,98,212,43,261,322
"129",64,116,57,57,178,54,216,211,1364,140,197,59,944,137,159,147,213,52,236,399
"130",191,200,38,38,20,56,76,135,1588,122,464,86,759,37,155,97,151,61,325,401
"131",173,135,34,43,69,75,121,201,1413,37,475,48,775,33,249,70,234,24,409,382
"132",142,77,107,65,154,50,194,90,1668,33,424,21,698,100,212,46,153,96,268,402
"133",73,272,40,150,101,64,153,106,1475,152,262,30,714,21,119,122,178,57,256,655
"134",237,223,24,58,67,120,110,136,1529,191,150,92,808,87,245,71,199,16,309,328
"135",119,65,100,40,53,86,120,149,1405,88,514,19,1018,92,169,90,83,127,171,492
"136",132,86,57,54,118,74,158,314,1897,82,232,38,607,77,206,39,146,80,184,419
"137",255,122,30,21,55,45,142,268,1545,71,268,109,675,95,124,121,144,99,256,555
"138",167,73,120,79,286,39,94,173,1703,85,160,78,815,52,205,78,129,51,278,335
"139",113,107,47,86,122,91,83,179,1696,94,280,33,719,84,155,76,91,105,330,509
"140",216,156,50,41,53,34,61,163,1533,79,233,19,940,86,219,32,99,159,349,478
"141",203,78,115,50,159,70,130,239,1480,48,380,99,778,61,168,123,153,57,152,457
"142",138,61,66,47,99,105,153,496,1506,27,353,64,825,21,211,47,136,128,216,301
"143",107,79,54,66,52,66,30,231,1481,74,361,62,873,135,164,84,76,139,417,449
"144",108,185,42,92,50,114,61,162,1783,130,251,19,719,109,118,88,176,36,321,436
"145",166,62,21,60,111,82,73,144,1761,170,313,47,637,86,118,80,137,41,235,656
"146",228,103,75,62,115,107,62,124,1600,82,276,56,697,61,261,21,218,50,424,378
"147",163,148,143,28,80,42,127,166,1745,55,392,23,779,103,225,29,55,8,267,422
"148",160,133,44,31,108,86,101,172,1520,83,367,39,798,127,111,92,149,64,420,395
"149",160,146,27,57,100,92,85,112,1916,47,305,29,624,92,206,114,143,89,278,378
"150",132,94,48,93,66,15,122,298,1543,146,327,47,773,51,178,61,177,100,301,428
"151",183,126,106,18,86,62,38,253,1450,82,258,38,840,91,215,38,257,165,394,300
"152",89,94,76,75,103,27,107,195,1476,135,283,23,915,44,173,63,171,153,352,446
"153",220,119,46,160,61,140,90,121,1516,123,186,73,993,47,159,40,115,97,251,443
"154",94,130,141,29,63,33,86,104,1467,203,281,59,962,52,112,115,135,78,287,569
"155",118,279,90,54,72,117,83,208,1401,162,387,35,641,40,242,109,155,84,225,498
"156",305,69,28,94,118,48,86,90,1665,73,220,50,847,64,236,75,214,104,190,424
"157",123,84,52,57,37,11,79,219,1655,48,260,39,1140,122,173,125,83,31,292,370
"158",211,186,36,55,42,43,132,178,1724,141,206,15,763,66,110,68,167,32,248,577
"159",144,190,73,98,40,53,162,159,1449,69,335,54,914,47,221,135,127,107,250,373
"160",103,175,18,40,35,34,102,101,1782,108,242,63,742,74,193,191,153,54,270,520
"161",149,204,29,85,67,76,214,149,1494,97,278,19,705,87,197,98,91,107,375,479
"162",123,64,247,48,128,47,76,225,1546,157,284,18,855,88,195,40,97,55,213,494
"163",256,136,45,50,102,92,49,86,1646,151,322,46,834,38,147,99,152,64,258,427
"164",142,76,54,64,61,47,123,160,1773,66,296,48,745,179,106,91,122,25,245,577
"165",46,179,27,46,36,126,196,204,1728,121,218,85,756,93,99,65,243,56,285,391
"166",194,142,94,30,74,35,124,197,1406,111,266,219,705,53,212,135,104,175,232,492
"167",170,202,49,48,36,51,192,123,1461,84,258,77,906,84,152,128,53,130,280,516
"168",167,115,109,79,162,112,154,199,1295,170,300,83,676,92,217,96,124,37,184,629
"169",86,123,21,48,36,35,72,185,1492,165,236,52,937,67,170,94,231,177,323,450
"170",61,127,7,44,56,84,99,367,1522,107,321,123,970,68,185,95,190,90,157,327
"171",139,90,121,21,55,72,35,125,1750,97,272,65,967,83,227,51,142,39,99,550
"172",135,116,48,106,43,88,74,208,1616,48,249,51,932,53,215,64,131,37,205,581
"173",188,110,126,39,60,90,119,199,1599,77,294,105,754,37,210,76,235,77,283,322
"174",190,102,43,74,73,78,199,203,1497,114,216,58,806,86,242,56,232,30,306,395
"175",90,56,31,87,154,156,163,222,1476,54,174,83,726,153,322,61,247,72,184,489
"176",83,235,48,48,69,114,79,209,1471,178,158,63,931,108,95,52,136,90,254,579
"177",113,92,72,110,65,84,187,88,1524,74,280,146,747,156,128,2,178,78,292,584
"178",120,51,43,40,99,68,139,225,1920,125,183,11,605,34,149,147,164,67,431,379
"179",158,110,57,32,113,74,145,122,1544,125,384,119,718,103,203,139,86,109,212,447
"180",133,234,61,38,74,41,61,169,1728,117,375,31,860,84,158,26,119,32,267,392
"181",159,122,88,20,162,60,65,113,1652,149,319,29,892,120,209,27,164,33,199,418
"182",84,204,39,80,111,74,178,217,1356,42,488,105,737,125,182,119,46,70,326,417
"183",236,128,12,59,34,42,124,214,1606,45,273,65,1005,79,172,46,205,70,217,368
"184",111,131,161,121,98,45,248,139,1475,66,151,29,779,62,351,83,107,116,219,508
"185",103,76,45,46,67,115,149,257,1499,52,204,60,1163,102,175,49,227,75,240,296
"186",125,123,22,46,39,148,102,259,1386,104,367,83,770,99,137,101,166,100,316,507
"187",111,149,85,50,45,73,179,212,1559,42,287,113,807,30,174,27,201,42,425,389
"188",139,177,76,106,58,72,123,188,1469,142,328,49,836,56,123,77,171,43,260,507
"189",117,101,43,84,96,106,87,334,1513,164,371,27,849,59,112,16,171,37,227,486
"190",133,142,53,60,88,40,165,126,1511,144,176,129,791,128,250,131,146,34,231,522
"191",158,148,34,81,59,48,121,164,1595,97,251,81,751,50,184,33,307,115,270,453
"192",146,180,50,13,83,42,90,73,1646,127,201,73,1009,76,164,51,229,26,266,455
"193",91,60,52,31,189,52,83,172,1513,94,286,63,933,75,272,38,226,100,181,489
"194",223,196,73,64,65,60,66,251,1598,62,256,27,972,48,168,107,148,40,298,278
"195",216,179,78,105,85,23,115,234,1481,87,138,110,841,80,123,99,101,169,317,419
"196",59,93,115,31,141,141,119,202,1545,108,281,55,858,158,106,123,169,30,279,387
"197",206,115,82,106,102,122,83,100,1286,231,444,67,841,115,79,107,139,149,220,406
"198",264,234,27,47,54,34,79,143,1459,100,488,50,708,54,160,61,184,76,279,499
"199",142,206,55,160,29,90,107,159,1800,36,152,44,751,76,268,112,143,57,298,315
"200",190,192,101,107,30,75,201,88,1380,125,348,121,902,50,186,53,133,22,203,493
"201",130,151,66,75,48,45,142,248,1219,125,446,83,900,108,145,120,108,45,333,463
"202",181,82,160,18,124,71,81,272,1409,102,450,41,921,56,146,47,299,26,277,237
"203",128,159,119,69,85,21,138,269,1422,136,288,42,669,51,256,102,194,124,347,381
"204",161,194,53,74,54,55,47,110,1252,195,443,35,943,164,289,129,148,70,242,342
"205",146,177,59,111,116,66,75,244,1372,117,288,65,808,127,145,124,202,77,295,386
"206",145,186,62,16,44,23,142,102,1441,47,329,114,1094,79,147,77,318,68,200,366
"207",148,105,57,44,59,71,128,170,1584,87,200,59,832,158,158,19,76,93,407,545
"208",203,261,69,104,67,108,87,130,1616,58,287,20,777,87,270,49,157,64,261,325
"209",190,114,49,141,50,81,104,135,1673,45,303,84,842,118,87,55,219,10,227,473
"210",148,115,65,42,35,29,184,235,1575,140,313,92,772,103,161,91,142,32,258,468
"211",244,148,38,29,40,115,165,307,1232,62,393,90,887,97,226,42,123,122,215,425
"212",186,181,11,130,86,106,75,306,1363,256,275,90,724,63,245,63,111,38,285,406
"213",198,169,60,64,116,36,106,358,1463,115,177,45,890,76,169,104,57,38,339,420
"214",111,149,40,44,19,121,115,153,1593,70,227,65,955,75,249,27,170,114,145,558
"215",146,221,52,21,164,76,283,191,1477,107,202,90,839,59,203,138,150,41,240,300
"216",224,122,41,79,62,31,126,202,1393,125,412,85,925,81,302,57,122,53,230,328
"217",130,129,119,7,9,165,75,230,1377,52,279,37,889,88,196,87,271,64,297,499
"218",170,159,19,9,24,72,81,219,1489,229,322,58,588,47,264,135,148,57,306,604
"219",131,198,58,67,107,85,57,287,1484,69,315,39,651,92,198,111,139,106,287,519
"220",127,149,57,113,59,125,73,187,1859,119,243,118,579,45,151,17,126,52,386,415
"221",122,133,40,162,74,92,252,182,1412,170,263,29,872,12,126,76,139,130,312,402
"222",224,95,48,96,82,28,96,236,1405,54,384,97,1055,116,167,37,161,28,197,394
"223",88,82,48,99,84,171,148,285,1605,151,150,132,699,78,88,72,292,52,304,372
"224",60,226,64,147,43,130,130,146,1449,122,308,50,721,21,118,56,414,130,176,489
"225",201,141,45,79,46,174,128,129,1519,52,476,73,700,62,92,159,119,63,295,447
"226",79,286,13,67,62,121,86,138,1577,126,141,71,888,89,214,112,164,95,309,362
"227",150,161,29,47,48,51,86,315,1595,124,423,67,746,131,189,26,145,49,224,394
"228",142,62,27,61,101,102,105,127,1556,159,291,128,964,33,353,44,100,46,191,408
"229",97,144,52,13,72,89,130,153,1686,110,364,51,742,52,219,54,167,63,308,434
"230",89,193,12,38,49,53,94,187,1531,179,359,49,695,68,365,54,97,122,259,507
"231",195,88,39,143,80,89,57,148,1530,128,376,45,1036,66,102,95,165,34,170,414
"232",156,221,138,56,54,45,57,141,1726,51,213,72,755,40,249,58,125,93,335,415
"233",112,155,16,22,126,61,175,150,1493,405,223,31,807,46,172,49,88,82,289,498
"234",113,139,89,54,138,40,51,225,1914,83,276,44,683,89,174,66,123,39,196,464
"235",146,89,51,32,64,49,140,271,1566,79,342,43,812,159,179,85,129,105,215,444
"236",153,95,54,25,209,251,116,154,1407,63,335,20,784,70,229,99,138,75,301,422
"237",141,102,95,16,105,85,108,222,1426,62,302,68,1023,35,136,100,137,59,223,555
"238",158,151,34,66,119,93,163,60,1478,116,245,95,963,79,273,107,172,71,238,319
"239",176,134,93,86,109,89,91,171,1350,177,376,18,803,168,254,116,274,23,170,322
"240",112,154,80,59,84,27,65,138,1592,89,167,80,722,88,366,83,200,101,328,465
"241",63,63,84,129,39,20,150,66,1518,139,235,18,714,161,170,131,237,136,304,623
"242",133,222,48,129,89,97,187,181,1512,53,252,17,746,41,268,71,61,76,435,382
"243",229,172,22,20,83,103,133,119,1512,107,197,84,940,67,154,52,62,82,319,543
"244",215,239,74,36,109,103,82,214,1619,135,204,31,476,67,228,76,197,81,364,450
"245",103,40,53,67,39,84,48,205,1512,60,315,46,1042,92,142,52,154,33,353,560
"246",112,187,50,51,72,27,138,81,1757,172,323,94,690,92,140,92,134,94,338,356
"247",106,151,133,164,115,93,55,96,1768,148,224,15,739,209,156,43,116,111,105,453
"248",103,127,50,47,44,57,78,183,1604,156,299,37,854,9,222,51,327,60,216,476
"249",52,122,21,150,65,33,80,109,1501,70,168,25,1000,93,321,88,116,156,395,435
"250",104,122,58,65,24,73,164,153,1812,71,378,94,812,48,110,19,219,133,186,355
"251",192,91,151,78,74,66,149,56,1647,121,396,41,811,43,152,116,128,11,164,513
"252",106,107,70,173,55,70,108,261,1485,216,170,33,857,39,184,50,156,125,295,440
"253",55,147,56,148,62,80,149,187,1603,111,295,32,1021,46,142,87,159,43,235,342
"254",269,67,82,16,66,83,24,230,1473,189,360,98,725,133,213,50,200,70,300,352
"255",151,43,72,47,68,47,111,125,1253,75,310,44,1004,53,136,123,240,77,255,766
"256",207,98,91,106,85,32,42,299,1463,210,351,77,849,98,213,39,196,26,260,258
"257",154,150,26,75,38,38,101,339,1789,110,259,28,599,40,130,85,126,108,339,466
"258",217,168,19,73,57,115,86,145,1541,66,282,111,711,113,115,47,182,107,258,587
"259",155,120,80,68,20,54,117,205,1660,201,230,44,917,46,236,68,129,62,166,422
"260",176,75,34,55,49,118,68,170,1801,90,236,8,775,99,249,119,170,85,249,374
"261",121,89,21,51,98,187,95,201,1735,166,253,97,696,58,237,36,199,12,251,397
"262",144,105,54,7,89,113,148,340,1359,140,312,178,641,61,130,62,193,36,320,568
"263",121,218,173,48,41,106,95,187,1278,193,334,37,902,71,181,22,198,104,211,480
"264",243,157,97,75,26,87,84,175,1417,96,400,73,858,27,184,109,178,83,241,390
"265",73,165,85,28,47,12,111,209,1546,97,477,26,741,51,165,92,212,46,351,466
"266",256,98,50,124,67,69,72,181,1760,107,239,38,769,161,136,103,122,21,217,410
"267",309,106,73,59,69,120,105,166,1643,76,202,24,773,73,375,79,191,40,219,298
"268",175,191,14,139,46,40,151,140,1400,89,538,73,790,54,140,103,189,64,175,489
"269",49,193,56,123,150,158,89,186,1418,131,417,40,868,48,209,40,155,60,297,313
"270",208,88,56,52,95,74,90,169,1319,149,319,65,911,38,272,45,264,29,304,453
"271",114,168,91,53,95,56,147,283,1479,59,260,43,987,94,111,25,145,41,247,502
"272",180,188,148,53,106,71,93,240,1495,88,338,117,686,31,219,46,90,58,263,490
"273",134,85,23,64,60,101,145,300,1316,159,258,48,860,53,92,163,263,133,369,374
"274",184,70,63,19,63,99,192,242,1631,119,186,24,582,75,349,58,107,121,224,592
"275",194,191,76,106,111,23,108,235,1382,72,313,30,1054,56,200,47,65,79,324,334
"276",315,118,79,118,49,92,109,182,1760,129,386,78,623,14,150,51,152,21,202,372
"277",64,84,83,95,27,68,66,222,1413,92,279,41,782,110,406,101,250,47,330,440
"278",123,161,63,81,51,56,155,188,1651,114,281,45,1058,71,239,52,160,3,95,353
"279",163,139,64,57,84,147,156,175,1466,71,348,138,762,98,200,36,111,67,278,440
"280",95,149,43,129,41,72,226,153,1430,218,317,76,948,83,167,65,140,20,189,439
"281",113,77,74,93,120,96,131,231,1638,54,290,46,784,50,167,41,161,48,396,390
"282",161,135,87,101,227,41,113,169,1404,144,371,79,916,64,150,16,54,80,227,461
"283",77,125,10,78,38,20,124,114,1538,109,491,184,745,118,295,106,137,57,172,462
"284",147,91,71,56,46,30,149,180,1343,129,365,71,1005,143,341,81,64,22,245,421
"285",195,156,30,76,50,32,172,146,1557,134,296,61,810,143,216,41,151,24,187,523
"286",145,93,47,69,117,51,127,115,1426,89,222,104,967,114,250,46,114,127,199,578
"287",128,226,65,51,43,96,79,190,1532,136,385,67,900,17,308,58,126,40,183,370
"288",95,237,77,52,103,60,112,160,1506,119,212,86,819,34,221,153,192,64,184,514
"289",115,140,52,61,142,35,165,266,1384,113,220,89,843,64,216,104,111,74,447,359
"290",85,145,27,64,43,89,115,151,1614,115,293,70,937,52,191,4,183,49,326,447
"291",135,178,53,46,57,154,214,117,1291,168,313,43,828,71,229,83,217,67,189,547
"292",85,141,40,109,77,20,108,215,1541,104,275,42,854,97,220,17,121,151,376,407
"293",117,112,106,94,56,67,214,129,1511,68,291,35,945,58,140,72,190,118,212,465
"294",150,180,100,70,44,57,102,141,1442,180,166,60,896,134,359,50,124,113,200,432
"295",106,105,30,50,39,44,125,266,1310,200,537,45,881,120,285,41,167,39,267,343
"296",118,163,48,206,58,95,111,112,1515,78,350,33,963,61,134,113,115,92,265,370
"297",43,149,55,89,83,96,92,142,1589,124,313,39,912,82,264,61,158,103,182,424
"298",223,171,41,88,28,74,119,64,1728,119,184,64,894,35,133,72,164,145,161,493
"299",276,151,136,76,38,25,171,152,1617,87,351,51,754,34,92,44,154,165,231,395
"300",93,211,75,28,120,97,119,275,1316,93,240,108,658,94,199,133,269,119,276,477
"301",112,105,20,62,225,134,43,109,1527,92,255,41,987,62,241,50,174,95,372,294
"302",162,74,49,121,128,73,280,124,1392,161,336,11,839,36,128,55,149,38,376,468
"303",142,112,27,50,79,37,82,122,1616,63,256,107,1005,68,204,130,192,52,291,365
"304",196,111,42,59,23,51,65,110,1569,93,307,50,964,111,133,149,259,19,290,399
"305",75,279,53,79,99,33,247,173,1549,94,239,82,897,38,257,35,122,69,299,281
"306",110,128,46,24,23,23,167,169,1447,160,296,56,687,95,300,132,239,124,301,473
"307",191,133,112,28,18,106,153,149,1471,189,362,79,757,93,255,23,149,16,191,525
"308",151,167,44,34,131,11,158,165,1518,142,334,60,719,172,191,38,139,31,290,505
"309",167,222,131,83,97,59,148,185,1416,57,259,88,1003,28,180,64,154,157,195,307
"310",76,104,42,54,120,28,70,229,1653,136,297,27,920,85,254,66,125,39,170,505
"311",139,88,123,82,127,89,60,79,1882,113,429,54,613,97,92,23,284,72,181,373
"312",228,94,110,71,117,53,119,223,1289,79,310,63,1003,99,178,54,146,58,291,415
"313",277,149,107,74,84,82,56,133,1773,53,224,34,741,81,184,18,165,154,170,441
"314",135,177,69,71,69,32,117,266,1553,106,264,28,1002,57,189,53,175,116,233,288
