"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"43",7,6,44,5,72,19,1,4605,67,18,12,71,13,19,1,10,3,8,0,19
"44",1,7,18,10,79,9,2,4639,72,21,3,63,14,8,3,16,0,6,11,18
"45",7,2,38,4,80,20,5,4586,62,20,3,59,18,39,9,2,4,14,9,19
"46",1,7,22,7,109,13,5,4564,74,17,4,80,23,22,3,10,7,11,8,13
"47",1,4,33,5,66,4,0,4624,80,28,4,69,22,20,3,4,6,8,6,13
"48",7,3,28,3,74,16,5,4571,82,27,6,54,22,35,13,7,8,11,15,13
"49",6,7,39,14,62,24,11,4597,73,11,3,38,21,45,5,10,3,13,3,15
"50",7,12,21,1,85,12,5,4588,70,19,7,80,15,30,4,9,2,10,10,13
"51",2,17,37,8,63,18,10,4606,63,13,8,57,32,25,2,5,7,9,9,9
"52",4,10,23,3,105,16,4,4605,69,24,8,49,14,29,10,3,5,7,3,9
"53",3,8,49,12,65,16,11,4583,62,15,5,59,24,39,3,5,6,15,11,9
"54",8,13,29,4,61,16,8,4587,82,37,5,60,16,22,6,4,2,6,18,16
"55",9,3,24,7,73,16,5,4599,86,34,2,47,22,28,2,5,5,9,5,19
"56",4,4,19,8,71,11,4,4596,89,25,8,63,28,28,1,15,2,7,6,11
"57",2,11,26,3,64,12,8,4593,52,28,10,71,23,30,9,6,7,8,8,29
"58",3,7,18,7,69,11,0,4596,75,21,14,80,21,14,6,12,9,13,10,14
"59",8,6,31,3,62,18,6,4603,86,15,2,70,19,14,7,10,5,22,6,7
"60",5,4,26,4,72,16,6,4593,67,18,10,75,22,24,5,11,1,5,6,30
"61",15,7,27,7,75,13,8,4540,78,31,13,54,36,40,3,8,10,13,5,17
"62",5,4,25,8,73,17,1,4601,65,20,16,36,19,36,5,17,8,20,4,20
"63",3,12,34,11,82,10,5,4582,79,18,10,49,17,30,8,2,5,10,7,26
"64",3,2,27,9,60,8,2,4599,67,23,7,60,38,24,12,2,7,12,18,20
"65",0,2,41,7,65,20,8,4554,103,6,12,82,18,34,11,5,5,11,6,10
"66",3,7,43,1,95,13,9,4599,59,13,8,57,25,23,3,4,1,9,0,28
"67",12,7,38,11,70,11,6,4585,68,17,9,52,27,21,9,3,0,7,18,29
"68",2,11,39,8,49,17,9,4571,73,26,12,73,23,24,9,14,12,9,6,13
"69",3,11,39,12,64,10,10,4576,77,17,3,80,13,32,12,6,5,7,5,18
"70",6,7,25,16,103,21,7,4520,90,15,5,60,23,45,6,8,11,4,6,22
"71",2,5,45,5,90,10,10,4559,79,28,12,53,33,18,4,6,1,5,10,25
"72",9,7,21,6,48,22,4,4642,59,16,12,55,24,28,3,3,6,7,14,14
"73",5,2,37,8,71,13,2,4592,79,26,7,54,32,30,3,5,10,10,6,8
"74",11,6,18,5,89,20,5,4590,64,17,8,61,34,19,4,11,4,8,7,19
"75",2,15,23,5,79,16,15,4562,81,17,15,50,27,28,7,5,5,10,8,30
"76",7,3,23,8,67,17,8,4584,72,24,6,64,30,42,3,2,4,14,17,5
"77",4,4,26,7,51,8,5,4596,89,24,11,74,22,26,7,1,14,11,3,17
"78",3,4,31,9,86,12,13,4575,79,16,7,51,29,27,11,4,5,15,9,14
"79",10,7,36,3,61,10,5,4593,82,18,1,68,28,34,3,6,2,10,4,19
"80",1,2,51,9,65,17,6,4596,58,35,4,55,20,26,1,1,2,25,6,20
"81",15,3,33,3,64,16,5,4625,65,14,4,47,15,37,10,6,8,14,6,10
"82",4,10,21,5,83,10,3,4588,65,28,2,78,26,37,5,2,7,6,7,13
"83",19,11,26,10,86,15,5,4595,60,20,4,63,18,26,5,5,2,6,13,11
"84",3,12,14,7,62,18,11,4591,75,18,4,61,34,18,0,10,10,13,14,25
"85",2,12,26,7,62,18,3,4602,67,20,10,57,11,36,7,8,7,15,8,22
"86",6,7,43,4,69,14,14,4597,76,45,3,33,22,11,1,2,3,6,12,32
"87",4,3,32,8,70,12,10,4610,61,23,19,44,18,36,4,3,1,8,12,22
"88",8,7,28,7,49,7,3,4592,63,14,9,66,29,36,16,12,8,15,17,14
"89",3,2,26,8,68,18,5,4605,96,17,7,43,27,26,13,6,7,9,5,9
"90",5,10,19,11,71,15,8,4586,70,12,8,60,45,30,3,2,8,12,9,16
"91",8,23,41,1,71,24,2,4548,71,22,15,52,31,34,8,9,5,10,10,15
"92",2,7,32,11,60,13,7,4619,72,13,4,46,38,26,5,9,10,6,11,9
"93",6,5,37,6,70,7,10,4598,93,18,6,60,13,18,7,0,4,17,5,20
"94",8,3,36,3,61,14,8,4614,53,11,7,75,34,22,4,8,5,8,6,20
"95",7,7,21,3,77,7,14,4575,71,32,6,68,24,28,8,7,7,7,15,16
"96",8,13,29,10,73,19,2,4569,82,19,2,72,23,23,6,7,4,5,13,21
"97",13,6,20,1,71,12,10,4600,60,19,0,60,34,40,4,16,7,9,9,9
"98",7,3,34,12,67,18,8,4603,66,29,8,52,25,25,3,5,4,3,12,16
"99",4,6,39,7,79,13,3,4561,69,18,6,90,14,35,4,1,16,11,8,16
"100",2,14,26,5,36,9,14,4655,58,22,8,47,22,29,4,3,12,14,4,16
"101",5,12,39,8,78,14,10,4571,79,11,2,61,32,37,7,3,2,11,3,15
"102",7,10,28,8,60,11,9,4515,88,26,10,81,42,29,8,10,6,7,7,38
"103",4,6,19,4,76,16,10,4615,72,16,1,72,26,16,6,5,2,14,8,12
"104",10,13,33,4,76,7,3,4606,76,16,1,49,20,14,15,9,7,21,16,4
"105",13,10,21,16,58,10,4,4606,59,28,19,53,39,19,3,4,4,6,16,12
"106",5,8,17,11,62,13,6,4624,66,25,8,69,19,26,7,5,3,12,3,11
"107",6,12,31,0,92,13,1,4576,53,22,7,66,26,40,4,9,2,17,10,13
"108",6,9,44,7,55,17,5,4572,98,24,4,50,36,14,2,11,7,10,9,20
"109",7,6,26,11,70,14,4,4599,57,17,9,56,29,17,6,7,3,17,11,34
"110",2,5,20,7,82,19,7,4598,61,15,5,68,21,25,12,9,4,5,11,24
"111",7,4,27,7,78,12,7,4557,73,30,21,50,33,29,13,6,6,16,7,17
"112",6,12,21,5,80,19,4,4583,71,22,1,63,36,28,7,7,12,6,3,14
"113",2,9,39,3,80,8,8,4549,81,23,7,67,34,26,0,7,9,22,14,12
"114",2,3,28,8,57,10,4,4618,74,12,4,51,39,31,11,7,10,12,5,14
"115",17,8,27,9,83,6,11,4576,83,30,7,56,32,12,9,9,0,4,5,16
"116",5,6,40,5,65,13,10,4595,55,19,4,68,26,31,7,18,0,6,11,16
"117",8,7,32,3,88,12,4,4558,67,21,13,57,22,28,12,15,9,9,13,22
"118",8,4,11,9,62,11,10,4611,55,32,10,61,33,20,14,1,6,8,6,28
"119",5,1,22,6,65,18,1,4647,65,24,3,54,26,25,7,9,5,4,3,10
"120",16,6,18,8,64,23,6,4593,93,17,6,52,21,24,5,13,2,6,1,26
"121",19,3,22,4,78,21,5,4583,57,22,3,74,21,26,15,6,6,2,14,19
"122",9,5,29,2,70,16,7,4576,89,14,5,65,23,17,5,6,9,11,17,25
"123",2,3,31,2,74,19,4,4590,67,31,8,47,39,28,7,4,9,15,3,17
"124",4,4,39,2,82,13,4,4578,70,21,10,82,30,17,2,5,6,1,9,21
"125",1,9,27,5,74,19,5,4548,89,31,6,84,26,24,14,1,3,9,14,11
"126",4,6,34,9,53,29,12,4553,75,9,5,94,41,30,6,3,7,11,11,8
"127",10,6,36,11,72,9,2,4603,63,20,0,55,16,22,10,5,9,11,21,19
"128",8,7,45,7,69,19,16,4569,66,18,6,66,21,30,2,10,6,5,9,21
"129",2,7,36,1,71,14,5,4638,75,22,1,55,15,17,4,3,3,4,11,16
"130",1,7,19,3,56,11,9,4598,75,9,4,76,32,39,8,6,10,8,20,9
"131",7,9,9,3,58,14,9,4639,72,9,6,71,19,26,11,2,5,13,3,15
"132",9,2,27,8,70,22,17,4615,78,12,2,37,40,19,4,4,6,5,10,13
"133",9,10,40,3,69,8,5,4594,86,16,10,52,23,36,5,2,3,18,1,10
"134",6,6,22,13,86,12,4,4586,69,20,9,56,19,33,6,1,8,16,10,18
"135",3,5,31,5,49,11,3,4654,59,21,9,59,24,18,2,3,8,11,16,9
"136",6,8,25,3,74,11,7,4603,69,27,6,59,26,15,2,3,5,27,4,20
"137",5,13,14,4,65,18,6,4610,65,33,3,70,18,25,6,3,5,7,10,20
"138",1,3,25,3,66,20,8,4629,57,24,8,50,33,32,3,6,6,4,8,14
"139",1,7,14,4,97,14,2,4621,63,16,26,47,23,23,1,8,5,3,1,24
"140",9,4,25,7,70,12,4,4602,64,15,9,77,34,22,3,9,5,9,9,11
"141",9,0,39,14,60,22,7,4554,83,23,0,55,39,32,6,2,7,8,11,29
"142",14,4,28,6,57,11,4,4626,47,14,5,70,18,27,7,7,12,10,2,31
"143",4,6,28,14,85,5,7,4580,75,19,3,69,24,31,7,6,7,11,8,11
"144",8,5,9,7,68,14,10,4590,71,26,11,61,27,39,2,5,7,12,6,22
"145",2,19,32,7,73,17,3,4599,65,23,8,48,32,31,2,9,6,13,5,6
"146",5,13,30,15,62,20,10,4593,73,25,2,52,31,25,4,8,5,2,3,22
"147",3,20,37,5,53,14,14,4643,52,23,4,47,20,17,2,6,4,11,4,21
"148",6,5,13,15,61,6,8,4575,86,29,9,69,22,30,7,10,11,5,15,18
"149",3,6,40,12,75,10,7,4560,88,19,3,52,25,31,6,8,7,24,12,12
"150",1,4,20,4,62,13,0,4641,69,15,12,58,22,21,5,18,1,12,6,16
"151",10,16,20,2,80,16,5,4589,69,26,7,57,48,19,5,4,3,2,6,16
"152",2,7,26,8,90,36,4,4559,66,16,14,65,20,41,5,7,7,5,3,19
"153",14,7,41,3,69,15,14,4602,73,21,1,38,27,22,14,3,7,6,10,13
"154",4,10,33,9,80,10,6,4611,58,16,3,53,38,21,5,10,3,7,7,16
"155",8,4,26,4,55,18,0,4606,71,30,5,50,28,17,23,9,5,10,9,22
"156",10,3,41,3,47,28,6,4604,59,21,4,74,26,29,4,1,5,13,6,16
"157",5,3,31,2,87,13,5,4618,67,13,6,50,33,22,3,1,3,11,6,21
"158",8,2,26,8,75,9,5,4644,48,8,5,61,28,14,2,8,5,12,14,18
"159",6,5,27,5,62,26,5,4592,51,22,14,68,41,28,4,3,11,4,10,16
"160",10,5,44,8,80,10,6,4596,50,22,0,71,15,32,9,10,4,8,15,5
"161",1,7,29,4,65,17,3,4603,62,18,16,54,39,35,4,15,2,9,10,7
"162",6,5,25,10,68,11,9,4612,72,18,8,50,14,26,6,13,3,9,18,17
"163",13,13,25,5,76,13,10,4530,97,21,11,58,39,31,11,3,2,13,7,22
"164",13,4,40,6,80,4,8,4551,73,21,2,55,26,29,4,4,1,24,25,30
"165",1,5,20,14,78,17,9,4629,67,14,0,55,24,23,4,2,4,8,9,17
"166",2,5,26,5,65,31,13,4588,70,26,16,62,39,12,3,7,4,5,3,18
"167",8,5,33,4,72,19,7,4609,80,21,8,42,28,18,6,2,7,12,9,10
"168",6,8,22,5,68,6,12,4603,85,10,6,52,22,39,17,5,5,9,6,14
"169",2,9,32,4,63,17,4,4578,83,18,8,40,31,36,6,11,4,12,15,27
"170",3,12,28,5,59,25,5,4610,56,27,4,80,12,22,8,6,5,12,6,15
"171",2,4,24,2,67,12,2,4602,73,16,13,48,31,37,3,12,8,12,13,19
"172",1,5,38,13,79,20,2,4599,51,12,7,63,23,19,1,8,7,12,3,37
"173",5,9,18,3,58,16,1,4601,72,22,0,66,34,35,4,7,10,10,12,17
"174",15,3,37,4,92,12,7,4583,74,7,3,44,19,24,28,0,11,9,5,23
"175",5,11,26,2,59,8,3,4620,75,32,11,42,21,23,6,4,6,13,9,24
"176",8,11,27,4,72,10,2,4604,59,22,4,69,30,26,5,4,4,11,7,21
"177",5,5,28,9,46,12,4,4617,77,17,7,65,19,35,4,12,11,13,6,8
"178",7,8,46,17,77,11,3,4576,58,23,7,61,33,33,5,2,3,8,7,15
"179",7,7,41,6,69,16,5,4593,69,18,3,68,35,26,5,4,5,5,9,9
"180",1,8,28,2,83,6,9,4584,77,15,16,70,19,31,4,3,4,6,14,20
"181",3,7,27,3,57,13,7,4620,64,12,17,70,34,19,3,3,9,11,4,17
"182",1,10,21,9,82,5,8,4593,60,18,8,66,39,36,7,3,1,6,13,14
"183",8,2,13,3,60,16,3,4578,72,22,5,72,44,24,11,12,6,10,14,25
"184",8,4,19,2,65,14,4,4667,77,19,4,45,26,13,2,2,1,12,4,12
"185",13,3,28,4,68,11,8,4604,88,27,6,38,25,20,5,10,11,7,7,17
"186",7,9,32,7,69,13,7,4612,67,14,0,81,18,20,3,2,3,14,8,14
"187",3,6,37,1,78,14,5,4575,72,24,5,75,29,32,5,4,4,10,13,8
"188",13,3,17,10,87,10,8,4583,53,23,16,60,22,28,4,12,11,12,10,18
"189",12,4,22,13,69,24,6,4604,97,15,6,49,23,26,5,3,1,7,6,8
"190",1,8,25,6,68,16,7,4593,75,31,5,60,20,38,7,8,6,10,2,14
"191",12,13,28,5,69,8,9,4580,60,35,7,57,28,51,8,6,3,7,3,11
"192",3,3,20,15,96,9,5,4588,59,26,3,54,34,32,2,4,3,25,6,13
"193",5,7,27,3,67,11,3,4532,90,19,5,87,39,39,7,9,7,9,8,26
"194",10,2,44,4,54,12,7,4612,64,18,3,68,21,26,2,4,9,11,4,25
"195",6,8,22,6,73,9,5,4567,98,21,6,63,38,34,5,2,3,8,11,15
"196",8,0,23,3,60,11,5,4622,72,22,6,53,19,32,16,8,5,8,7,20
"197",8,6,26,8,60,15,2,4609,69,20,3,72,15,29,2,8,4,10,11,23
"198",1,5,25,19,69,12,4,4581,93,23,4,62,25,20,5,7,4,6,11,24
"199",4,7,43,10,43,18,2,4611,64,23,7,57,32,35,6,6,5,9,4,14
"200",2,5,20,11,60,15,7,4609,78,26,5,48,27,18,8,7,11,18,11,14
"201",10,5,32,6,87,14,0,4604,58,26,1,56,24,31,7,6,6,9,9,9
"202",4,11,14,8,91,11,8,4588,72,18,10,71,18,26,2,0,5,10,16,17
"203",5,2,36,10,62,20,1,4605,81,20,7,70,21,18,1,8,1,6,11,15
"204",8,9,14,4,58,12,6,4626,66,22,5,55,23,38,5,10,2,8,5,24
"205",9,2,34,4,56,36,1,4611,74,9,12,46,37,34,3,1,4,10,3,14
"206",1,14,6,7,78,19,13,4617,62,17,5,62,34,31,7,5,6,4,7,5
"207",14,5,41,9,75,24,6,4581,49,14,10,80,20,30,3,0,2,10,8,19
"208",9,6,20,16,79,18,6,4579,76,13,3,57,26,40,7,11,0,4,11,19
"209",8,2,35,4,53,15,10,4631,62,29,5,63,23,20,5,7,5,3,6,14
"210",1,9,26,3,58,19,7,4605,72,25,8,61,26,15,11,9,17,9,6,13
"211",4,2,17,3,60,3,1,4625,88,29,7,54,17,22,1,8,3,26,11,19
"212",3,10,33,6,84,10,8,4563,71,16,6,72,32,29,14,5,0,7,5,26
"213",1,4,19,7,72,16,8,4617,61,35,3,48,23,26,5,9,2,12,8,24
"214",4,17,27,7,87,14,1,4595,50,26,10,55,42,27,5,3,6,4,8,12
"215",2,4,29,3,89,12,3,4616,59,11,4,74,18,12,4,3,9,8,15,25
"216",9,5,38,4,54,10,13,4624,53,15,3,58,38,28,9,6,4,4,6,19
"217",12,8,28,10,57,9,6,4608,74,29,5,48,17,26,9,3,6,21,12,12
"218",6,6,23,7,36,5,1,4670,61,18,6,52,33,18,8,10,1,14,10,15
"219",8,3,34,12,88,14,9,4603,62,16,13,54,23,15,4,4,5,10,12,11
"220",6,4,20,4,55,12,7,4664,73,4,5,45,33,14,7,16,1,8,11,11
"221",1,7,12,6,72,12,5,4587,67,18,4,86,27,23,2,16,7,15,10,23
"222",3,7,22,7,51,22,10,4640,73,15,6,57,20,19,8,1,4,11,9,15
"223",13,7,29,8,49,11,16,4607,61,15,8,47,36,28,7,2,7,13,23,13
"224",8,5,36,5,59,20,5,4613,73,20,14,59,21,11,0,5,3,3,7,33
"225",5,15,21,7,91,16,10,4540,66,9,9,92,45,27,6,6,9,5,11,10
"226",3,7,30,8,56,11,10,4588,78,33,9,44,19,41,4,7,18,8,7,19
"227",6,11,20,7,104,13,5,4539,84,17,8,74,18,30,0,7,11,14,8,24
"228",10,4,26,1,63,17,4,4551,71,18,7,83,43,23,12,10,3,14,23,17
"229",7,4,18,2,65,15,2,4608,86,8,2,79,21,29,6,2,6,12,9,19
"230",2,5,31,5,52,12,2,4614,66,17,9,69,23,25,5,6,8,9,8,32
"231",3,6,25,8,54,14,9,4567,101,25,16,66,13,20,3,14,4,13,9,30
"232",5,6,18,4,78,19,5,4627,69,21,5,43,20,29,9,5,7,6,9,15
"233",5,5,32,15,53,22,8,4577,48,32,2,66,24,35,6,3,8,28,14,17
"234",2,8,21,4,56,13,3,4591,87,21,6,60,26,47,2,8,4,11,3,27
"235",5,6,43,14,62,12,5,4550,88,24,9,65,38,31,10,0,5,9,6,18
"236",4,8,16,12,62,12,5,4621,53,26,1,76,24,28,14,7,8,4,7,12
"237",7,4,33,10,84,13,1,4580,69,19,5,52,33,21,3,20,6,7,6,27
"238",1,6,34,1,83,14,6,4601,70,14,5,57,17,26,3,7,9,10,20,16
"239",4,11,16,7,58,14,11,4587,65,29,13,72,37,24,2,5,4,21,10,10
"240",1,6,21,2,58,11,5,4597,97,24,3,63,35,20,1,5,17,4,10,20
"241",8,9,32,9,71,24,4,4559,103,13,5,71,35,23,4,4,4,8,2,12
"242",7,9,25,4,75,14,4,4558,75,28,12,70,22,28,8,11,7,22,9,12
"243",3,6,26,4,48,14,5,4649,61,24,1,70,12,34,7,3,1,5,3,24
"244",10,6,25,13,73,15,9,4609,59,25,1,55,31,30,1,11,5,10,3,9
"245",6,2,27,6,56,13,8,4662,44,15,1,64,18,14,11,6,19,5,5,18
"246",7,7,17,6,66,10,6,4587,87,28,7,59,17,32,7,10,3,17,7,20
"247",8,3,31,11,70,16,4,4555,73,17,8,70,25,30,11,9,4,22,14,19
"248",1,5,32,7,55,25,5,4602,66,16,16,67,39,27,2,4,4,5,6,16
"249",8,3,26,5,31,24,12,4635,77,16,7,57,34,19,3,10,8,8,4,13
"250",14,1,34,10,65,17,3,4647,62,19,1,54,19,18,2,2,3,5,8,16
"251",5,7,36,2,64,13,10,4650,61,12,8,46,25,17,9,4,8,13,2,8
"252",1,15,30,4,74,15,8,4586,73,27,3,39,17,29,10,10,7,17,10,25
"253",4,11,45,12,72,26,6,4515,79,21,14,90,28,23,5,7,1,13,6,22
"254",9,8,22,6,63,20,3,4596,77,14,10,45,30,35,1,3,1,12,9,36
"255",5,9,36,9,68,8,4,4606,82,12,2,74,18,26,12,3,5,7,7,7
"256",21,4,23,7,63,23,6,4594,74,13,8,54,27,50,2,2,3,14,3,9
"257",4,3,30,4,63,9,8,4636,57,16,13,58,27,22,4,4,2,16,10,14
"258",8,3,27,2,58,14,9,4606,69,24,10,50,17,37,6,15,7,11,8,19
"259",3,4,21,17,74,21,11,4625,65,23,3,33,31,17,1,9,1,16,9,16
"260",8,9,24,8,59,7,20,4604,50,20,4,80,27,23,2,6,11,6,9,23
"261",8,2,25,2,68,13,10,4630,56,31,17,59,26,20,6,3,0,3,5,16
"262",13,3,34,3,71,27,6,4572,94,18,7,59,18,16,10,9,7,10,4,19
"263",5,13,18,7,55,9,7,4626,78,20,3,56,37,25,4,6,1,9,11,10
"264",11,4,32,8,92,8,11,4569,80,32,8,64,25,12,2,3,2,11,8,18
"265",11,6,19,1,87,18,2,4606,101,16,3,52,18,23,4,3,6,9,7,8
"266",1,15,25,9,66,17,4,4593,72,30,10,68,38,23,6,6,2,8,1,6
"267",3,4,17,7,73,13,4,4583,76,52,5,64,27,25,2,6,4,9,13,13
"268",8,8,37,7,84,17,1,4546,77,23,11,63,26,35,9,9,2,7,14,16
"269",6,3,40,8,58,18,7,4600,74,31,1,60,30,19,8,9,1,8,5,14
"270",5,12,26,4,79,11,2,4594,84,12,2,76,22,24,5,4,5,5,12,16
"271",6,6,20,6,54,20,5,4586,75,16,6,77,45,19,9,14,6,7,8,15
"272",5,8,26,16,80,21,7,4606,69,23,3,48,21,19,2,4,15,5,14,8
"273",3,3,31,9,73,7,2,4610,81,15,3,69,23,24,4,7,4,7,6,19
"274",5,6,26,0,77,9,1,4582,78,21,3,69,17,53,6,9,7,5,8,18
"275",5,2,32,14,75,13,1,4595,92,30,4,42,25,23,7,8,3,11,7,11
"276",10,4,32,8,54,14,10,4570,80,33,10,85,25,27,3,1,7,9,8,10
"277",7,2,53,11,74,16,7,4516,100,17,3,59,33,29,5,2,2,11,23,30
"278",7,9,35,10,100,7,2,4573,83,16,1,53,25,26,6,5,11,10,5,16
"279",2,9,32,12,85,12,2,4561,70,13,10,77,27,33,4,9,4,10,4,24
"280",14,6,21,5,91,10,9,4578,69,24,4,70,23,32,2,17,3,2,10,10
"281",3,2,18,4,71,13,1,4599,74,19,9,58,31,48,7,12,6,5,12,8
"282",4,4,32,8,66,16,14,4563,77,19,10,58,25,37,1,9,18,13,8,18
"283",6,4,30,2,64,13,3,4625,60,13,4,74,27,23,2,10,12,6,3,19
"284",5,15,30,10,56,16,11,4579,85,13,10,63,24,18,8,4,17,5,10,21
"285",2,9,16,3,79,11,5,4632,69,15,6,48,30,23,4,6,1,19,5,17
"286",2,3,35,5,54,5,4,4602,65,26,9,74,35,20,4,4,13,7,7,26
"287",4,3,24,3,47,18,5,4614,58,19,8,82,39,18,3,6,9,14,16,10
"288",13,12,33,0,43,20,11,4602,84,19,8,56,14,28,11,5,3,12,9,17
"289",5,3,22,0,71,25,4,4614,77,18,2,55,35,24,6,0,1,12,5,21
"290",9,6,31,9,91,15,9,4549,65,13,7,75,25,26,6,7,1,10,17,29
"291",11,6,28,12,62,21,4,4580,75,27,2,75,7,27,4,8,16,11,3,21
"292",8,3,20,16,66,11,9,4605,49,19,9,62,46,30,3,3,5,16,1,19
"293",3,8,35,7,74,20,1,4578,71,20,9,71,19,27,2,7,9,15,9,15
"294",4,7,21,10,91,14,8,4594,50,17,16,47,27,33,8,5,2,12,12,22
"295",20,5,24,8,72,13,7,4581,62,22,6,74,29,18,6,6,8,14,5,20
"296",7,11,18,4,75,5,6,4611,70,8,6,68,26,33,6,2,7,10,6,21
"297",1,12,24,5,59,21,2,4609,65,26,6,64,32,26,7,5,8,3,7,18
"298",5,6,42,8,76,14,9,4577,61,17,16,82,25,17,9,7,9,9,4,7
"299",9,17,31,4,70,13,8,4551,85,20,5,70,11,30,11,10,4,11,12,28
"300",10,11,18,3,75,8,7,4614,91,21,7,47,17,19,12,1,3,6,9,21
"301",5,2,29,8,36,15,6,4643,48,29,8,68,32,17,3,2,9,12,8,20
"302",3,6,29,13,62,19,12,4584,57,22,11,70,42,33,5,5,1,4,7,15
"303",7,2,24,5,66,15,7,4597,64,12,6,76,24,30,7,9,4,21,6,18
"304",2,24,46,3,70,13,2,4580,65,11,12,59,28,26,12,3,11,7,8,18
"305",5,4,33,9,62,11,7,4566,75,21,7,81,34,23,6,1,5,15,13,22
"306",4,12,27,17,67,21,13,4584,80,29,6,55,17,16,8,3,4,2,14,21
"307",8,11,25,3,52,18,6,4597,75,33,5,50,24,26,23,1,5,15,6,17
"308",6,6,45,6,71,13,3,4615,55,16,4,66,29,19,5,10,8,2,3,18
"309",8,2,31,6,75,17,7,4596,79,21,3,70,17,18,2,9,1,7,11,20
"310",12,8,29,4,64,21,4,4641,68,23,6,54,16,12,2,4,0,12,6,14
"311",3,17,41,6,75,9,13,4533,81,28,2,82,40,18,3,3,6,10,11,19
"312",17,2,37,8,70,18,16,4556,86,8,5,65,38,26,5,3,0,9,15,16
"313",0,2,49,2,69,16,2,4547,86,24,5,68,23,25,8,5,19,21,13,16
"314",6,6,33,6,85,21,5,4555,73,18,8,80,27,37,10,3,0,7,8,12
"315",4,11,39,2,58,12,11,4604,64,11,6,50,22,51,4,4,8,3,15,21
