"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"16",25,38,32,13,44,13,30,32,63,18,23,20,30,46,23,23,79,32,22,38,34,36,27,26,30,41,30,40,30,41,50,16,41,16,24,21,30,26,23,23,19,32,13,31,27,9,5,42,30,3,12,29,29,43,28,10,30,35,34,36,45,16,25,8,5,33,32,15,41,24,6,14,22,13,32,30,18,11,30,16,4,10,23,21,48,22,22,20,31,26,13,30,64,4,12,35,23,27,14,44,21,44,67,51,30,49,51,64,65,9,45,20,39,23,37,38,11,23,21,26,61,72,33,40,46,31,2,29,35,30,33,10,24,34,28,67,35,30,32,31,3,8,24,26,23,23,16,37,27,38,13,32,4,54,50,49,54,54,30,20,70,37,15,7,37,28,52,17,22,18
"17",10,17,36,8,20,56,14,56,26,30,28,30,24,18,51,5,53,21,14,21,54,19,26,39,13,36,58,13,6,38,23,40,17,17,32,12,69,19,16,18,59,15,15,31,62,56,35,60,37,59,35,12,29,24,11,24,24,18,12,18,22,25,20,53,71,17,32,33,18,26,16,15,35,7,35,33,35,21,27,19,30,34,53,5,15,15,22,9,14,44,10,12,29,25,24,27,27,18,30,22,38,6,4,17,12,41,60,41,30,54,41,27,18,84,37,47,4,5,32,26,14,31,82,25,51,29,64,64,24,53,16,38,21,22,30,19,8,40,32,24,34,35,46,34,39,32,62,27,26,15,6,58,79,22,53,42,17,30,10,28,52,30,14,15,31,31,9,17,16,15
"18",21,23,8,35,46,33,16,36,27,4,19,54,11,87,38,25,48,19,12,37,25,20,36,39,7,40,3,44,23,39,21,23,9,21,28,26,56,25,36,25,34,51,43,25,32,39,14,47,59,23,42,20,34,31,25,29,57,70,13,10,16,37,36,14,20,44,26,30,19,34,32,23,8,14,38,13,17,18,14,37,46,26,26,38,7,10,29,16,31,24,37,44,17,47,17,46,23,35,25,15,31,27,13,21,36,37,22,19,27,14,15,30,8,12,26,20,42,48,3,10,49,39,40,5,42,34,7,70,18,37,44,15,26,31,36,12,18,29,29,31,6,15,25,8,95,26,29,55,70,37,41,63,21,17,27,56,36,5,12,38,26,10,83,27,22,52,31,31,38,33
"19",37,23,18,21,8,24,54,28,11,34,15,16,18,44,22,54,31,35,16,30,22,11,6,19,20,35,19,15,7,5,18,26,45,42,10,12,13,7,52,15,23,31,82,14,41,24,10,29,14,13,42,52,38,56,10,32,80,14,13,15,8,30,28,28,28,13,11,30,21,14,93,57,17,66,43,37,12,48,71,46,41,22,89,6,48,54,46,46,58,43,27,15,11,27,44,43,37,42,25,44,79,5,31,19,21,18,42,19,12,60,10,18,25,93,18,23,23,16,20,77,28,46,8,23,28,5,20,19,8,9,36,41,63,22,52,22,34,10,43,20,10,43,44,33,23,27,34,30,64,29,27,32,32,41,13,19,7,21,17,30,15,36,26,5,9,39,20,23,35,10
"20",36,39,15,30,62,18,35,46,26,44,28,21,35,47,16,33,39,26,54,36,13,33,19,39,31,21,17,41,43,39,31,33,26,41,26,8,21,9,37,17,65,39,35,9,25,32,32,17,43,41,39,8,26,20,13,18,12,22,30,14,38,18,64,37,16,92,11,10,33,18,37,35,34,13,24,25,28,19,3,39,15,6,11,39,4,10,30,14,7,16,39,54,18,41,25,19,55,9,22,39,35,19,29,63,53,32,34,100,16,21,13,46,11,11,7,20,23,33,34,41,32,53,90,31,28,26,26,63,9,40,42,17,1,32,23,15,16,24,17,1,38,39,19,30,22,30,41,45,49,41,18,54,14,30,16,9,31,34,24,20,16,21,13,52,65,22,68,44,9,21
"21",11,40,66,24,14,24,37,2,50,35,99,7,16,45,23,22,39,34,25,33,10,5,16,67,29,1,46,29,8,34,34,39,27,42,20,15,24,60,21,17,73,21,37,36,23,26,24,22,14,13,13,18,39,29,44,78,45,20,45,7,8,58,44,23,63,24,43,35,13,35,72,11,41,14,25,26,18,10,47,14,24,36,27,13,38,9,36,17,4,22,33,16,38,14,12,7,29,11,15,99,20,8,23,59,19,10,27,23,9,0,27,23,48,20,44,39,25,66,35,42,1,32,28,53,45,18,11,34,27,13,10,23,33,26,18,24,20,27,45,43,24,33,27,22,4,27,21,28,28,39,10,53,10,39,13,23,17,43,65,72,51,38,57,23,2,71,65,39,10,7
"22",11,33,25,24,70,43,36,27,47,83,11,64,59,31,83,47,7,9,39,10,18,35,35,23,21,60,2,49,16,18,75,37,9,30,41,4,31,51,76,34,19,29,15,21,35,39,31,22,28,18,53,26,44,12,12,34,24,27,33,19,22,13,49,53,28,23,50,29,21,15,25,34,83,24,9,38,10,46,13,30,11,9,41,53,46,12,15,9,24,31,28,38,19,29,30,6,20,20,12,63,63,1,43,42,32,34,36,17,39,12,15,24,28,19,37,11,33,31,37,66,8,18,30,40,34,23,28,22,11,28,28,15,10,24,42,11,71,15,18,30,17,55,35,42,27,21,27,12,7,30,22,34,34,8,30,27,17,19,40,28,46,38,42,8,22,38,15,15,12,10
"23",67,40,24,19,36,42,39,24,21,47,22,8,38,22,44,22,28,31,26,60,21,29,38,12,21,8,22,30,17,8,30,66,62,62,71,22,27,11,21,25,67,25,34,17,40,55,6,32,60,43,52,17,38,2,24,25,29,65,24,15,17,22,69,21,1,16,14,11,26,7,22,42,15,24,32,6,16,16,27,12,61,29,35,36,10,22,19,29,33,41,36,21,15,23,49,40,28,29,16,48,62,17,31,8,34,35,25,30,36,23,30,32,6,61,33,85,32,13,29,65,31,36,31,30,29,7,28,35,11,32,29,24,22,45,20,17,31,35,23,14,21,15,21,9,58,65,19,13,25,10,50,25,13,36,20,24,10,23,20,25,21,12,22,16,50,46,41,46,47,11
"24",5,60,38,5,21,11,47,71,19,19,28,40,28,38,69,30,38,40,11,36,51,19,17,12,19,54,24,22,57,19,23,47,29,7,41,50,23,26,32,15,26,39,40,16,45,90,35,43,40,29,32,50,37,32,6,44,21,23,30,19,13,35,14,11,17,27,61,13,20,21,21,13,34,44,6,4,8,37,29,8,17,23,81,85,10,50,32,8,29,44,50,55,9,47,7,9,35,30,48,11,44,16,5,29,36,25,33,2,76,18,11,25,34,47,34,21,31,14,16,48,9,13,45,15,30,15,31,30,57,35,11,42,24,23,11,5,24,20,18,19,17,29,22,29,16,29,53,35,24,10,15,18,33,35,33,20,23,19,15,46,40,26,35,23,17,39,44,37,56,66
"25",32,10,16,14,33,49,15,14,21,12,31,66,33,36,6,42,68,34,19,40,17,54,59,5,26,19,44,18,68,22,30,36,23,45,38,28,26,23,95,18,41,39,14,35,35,53,23,16,18,81,19,26,19,21,20,37,87,15,36,36,66,54,37,18,16,52,11,13,14,43,10,8,85,12,20,27,50,38,23,7,29,18,31,5,9,66,10,15,14,13,37,20,22,18,25,38,41,52,9,18,10,7,29,47,52,27,36,38,12,13,23,45,17,32,38,52,16,25,36,15,11,41,34,50,4,39,30,13,24,23,8,28,38,37,40,11,42,37,35,30,24,59,21,55,14,32,36,25,32,4,34,40,18,21,14,38,19,56,48,24,10,39,29,5,24,13,24,32,11,4
"26",30,9,18,57,24,20,52,29,49,21,23,42,13,40,36,31,12,21,5,6,11,69,49,51,13,39,12,35,22,10,18,56,16,20,43,31,31,16,19,39,14,27,7,5,19,26,29,30,30,18,21,22,16,13,22,14,16,32,10,16,34,52,16,23,22,36,55,43,45,40,43,39,55,19,31,4,82,17,43,60,23,36,13,15,15,59,51,7,19,29,16,25,15,39,39,1,40,16,67,47,20,15,4,13,30,28,13,36,83,19,34,24,30,36,17,54,52,13,44,16,43,16,56,18,69,53,22,46,31,32,25,6,43,32,70,20,33,18,10,8,15,26,46,26,12,99,25,58,45,33,35,12,16,41,19,35,66,18,28,15,28,30,38,12,16,27,24,16,0,51
"27",14,26,50,51,8,6,29,1,62,53,58,18,33,10,43,30,17,36,15,37,16,29,28,45,39,24,36,47,39,5,33,47,17,29,15,38,38,24,46,7,41,39,4,7,8,28,54,16,23,28,62,38,19,26,29,48,12,19,26,23,46,43,36,24,28,71,36,24,52,7,24,14,48,67,36,13,47,12,14,16,46,66,35,30,36,28,80,26,20,30,35,33,23,10,33,8,47,37,4,39,9,16,24,18,16,24,10,38,19,4,25,56,30,21,27,82,50,19,22,3,7,23,16,44,5,30,12,50,49,38,19,44,24,9,21,27,12,9,8,22,38,28,6,19,44,61,30,19,20,21,9,52,13,22,38,36,51,37,40,29,38,29,10,28,31,27,41,38,25,65
"28",14,14,6,27,38,30,44,27,7,75,27,25,10,46,9,42,35,18,36,10,32,42,53,54,23,41,31,39,61,2,35,31,11,10,23,33,13,7,24,24,63,48,15,9,48,21,32,28,30,33,27,51,10,32,19,38,7,71,5,32,8,30,46,15,14,26,5,28,13,32,14,5,38,35,8,30,52,25,21,32,40,29,23,23,43,36,17,13,56,51,46,41,20,25,15,32,16,15,17,33,5,45,12,27,39,22,50,46,17,31,20,25,14,65,14,28,26,14,14,47,34,36,46,43,29,6,24,32,7,21,8,34,37,110,48,23,43,35,46,22,17,45,11,17,15,13,62,17,14,22,9,40,29,15,49,20,38,45,30,64,84,36,44,24,16,20,53,50,2,38
"29",11,18,8,8,16,30,14,34,36,12,22,18,16,21,7,35,37,42,45,12,17,38,7,11,34,11,25,1,39,23,45,38,17,11,62,28,32,41,15,19,42,49,24,32,47,16,34,15,28,20,36,46,16,30,6,37,22,15,38,14,43,9,50,5,18,27,57,85,22,15,11,20,27,21,31,49,61,8,61,33,14,17,14,7,26,19,20,29,34,50,22,37,17,46,58,45,53,23,38,43,23,35,40,13,50,14,3,25,20,15,30,11,24,19,21,16,93,21,31,40,22,42,20,23,22,6,29,11,30,66,58,44,49,40,107,57,25,28,46,23,37,13,6,7,25,5,38,89,86,44,15,20,38,34,16,12,36,49,19,64,68,41,7,22,12,22,30,10,14,41
"30",8,23,42,16,42,27,23,31,65,34,58,27,22,28,25,114,15,29,45,59,11,15,12,66,72,27,36,22,41,41,49,23,17,22,43,25,28,31,38,41,83,36,20,14,12,6,27,15,14,5,40,17,7,14,26,40,12,18,40,18,35,63,36,17,31,5,26,6,8,20,6,33,35,39,11,65,15,24,16,22,29,25,40,17,8,37,7,32,38,44,70,15,45,13,92,40,28,29,8,28,19,39,41,43,20,6,36,32,26,19,38,40,24,30,25,44,26,9,33,27,13,19,17,12,27,37,6,13,25,28,43,10,80,28,45,11,10,63,52,18,45,49,11,18,20,20,52,78,19,17,41,27,13,20,19,32,30,26,18,34,37,17,59,29,21,24,5,17,15,38
"31",26,30,10,46,8,5,14,29,34,22,26,44,17,13,73,61,28,25,40,63,31,13,65,19,7,1,22,13,4,41,28,42,76,35,15,6,14,14,17,18,31,28,19,30,28,41,42,17,55,27,4,27,16,49,16,30,21,32,15,41,64,13,19,22,54,16,38,34,4,31,21,33,14,13,33,54,19,21,37,57,46,62,42,29,26,64,2,10,7,38,49,23,12,42,49,9,64,56,2,17,9,7,28,16,18,32,12,29,34,66,4,40,26,53,33,38,13,100,13,28,60,13,57,30,58,33,70,18,32,12,11,28,31,15,22,28,46,21,10,61,35,60,26,21,47,39,16,12,51,11,26,20,37,20,17,24,49,44,22,17,58,26,18,21,10,5,21,23,15,44
"32",10,26,30,14,11,42,38,57,65,62,53,25,27,20,10,25,42,20,21,77,25,30,94,55,34,7,29,43,10,27,6,38,21,4,25,13,14,17,31,46,25,19,6,22,31,25,31,26,29,13,16,11,31,31,51,11,28,46,42,23,23,21,12,20,78,12,54,13,7,29,49,31,30,7,22,11,42,47,6,25,5,16,33,30,35,33,30,7,25,33,12,30,13,27,14,13,49,14,19,18,31,27,45,6,15,44,20,25,48,55,41,54,55,53,45,3,36,27,30,33,33,20,37,78,42,39,47,15,24,38,45,99,19,23,42,68,9,9,13,33,22,22,8,31,34,13,7,53,31,45,17,9,25,27,18,33,21,40,29,32,7,21,64,25,10,59,48,24,30,13
"33",27,10,25,27,34,42,9,30,20,19,83,28,7,43,31,25,27,17,35,4,32,7,38,10,54,24,33,32,67,48,9,50,16,17,24,2,30,47,2,33,47,10,17,39,9,25,37,28,27,19,33,21,35,33,24,44,15,32,13,36,46,8,13,15,20,35,18,70,29,61,17,21,22,45,40,23,36,11,26,14,19,11,18,58,19,36,48,27,39,35,12,37,16,41,26,21,18,27,74,51,15,36,12,69,18,25,15,28,73,22,21,6,45,22,30,76,14,21,22,41,3,31,18,14,22,4,7,5,17,34,57,46,98,67,27,33,17,19,57,24,24,51,27,49,65,23,3,38,9,66,12,70,22,9,25,3,40,22,20,68,30,30,27,20,22,24,23,12,27,63
"34",50,66,43,20,31,34,61,26,20,63,39,9,21,56,38,23,18,19,33,30,60,34,10,17,24,37,38,54,44,23,34,24,17,23,15,24,4,6,11,81,40,21,58,33,1,50,24,6,21,70,31,21,21,34,33,15,11,14,36,34,10,21,24,26,20,15,15,7,34,7,40,32,47,18,28,25,41,44,16,6,11,12,9,52,16,37,37,45,32,28,28,28,21,31,33,28,9,29,41,20,28,54,35,33,65,10,16,15,19,42,55,57,8,44,47,51,24,81,48,7,31,41,34,26,22,31,18,33,20,18,39,34,19,28,10,28,33,27,39,8,49,4,32,16,40,80,13,10,18,8,36,51,32,39,14,1,20,4,50,27,21,47,44,37,26,30,21,21,21,33
"35",6,21,29,49,4,18,42,36,56,19,25,36,24,12,38,80,16,16,12,8,28,12,33,78,21,48,24,53,53,19,27,19,40,26,20,29,45,5,30,23,26,27,31,20,13,19,5,6,86,44,31,18,49,26,19,7,40,89,17,18,23,42,21,33,45,6,40,37,2,12,24,27,25,28,55,29,28,23,24,36,77,41,18,91,35,17,5,43,23,33,34,21,65,21,7,26,44,27,21,24,45,9,35,52,28,26,11,10,21,44,23,44,64,36,41,5,46,20,18,53,24,29,31,7,6,18,57,38,26,23,11,30,29,17,5,23,75,25,51,27,29,13,35,2,23,57,14,38,20,54,38,11,25,40,17,42,50,18,29,13,34,24,37,16,23,37,5,28,28,13
"36",15,23,26,43,40,10,2,47,21,0,10,31,25,8,41,48,25,24,16,9,42,49,5,11,9,38,31,35,11,33,60,63,30,20,21,33,27,11,25,35,13,37,39,13,27,14,55,29,18,56,38,16,9,51,34,13,16,27,57,14,12,28,15,31,74,26,53,47,30,8,17,34,22,45,14,32,12,29,88,67,39,24,71,26,29,18,44,38,9,20,38,40,9,14,39,30,50,28,14,22,14,38,24,15,20,24,7,48,36,12,14,15,39,14,33,27,59,26,15,47,28,33,11,58,22,32,33,58,46,25,18,20,17,12,20,67,9,85,10,59,47,78,5,17,47,43,40,51,16,41,16,46,23,28,9,56,11,23,21,43,12,64,28,13,2,14,39,17,26,19
"37",14,20,55,4,25,13,15,36,39,33,15,14,31,20,25,42,2,12,60,16,43,10,36,47,13,32,32,27,31,3,28,4,51,18,3,11,66,24,32,39,29,46,19,35,1,57,35,13,10,13,79,33,24,63,21,39,43,48,29,10,19,22,51,62,8,31,33,37,28,16,10,8,18,15,28,18,22,38,8,63,57,20,42,40,21,11,17,19,27,62,8,10,27,42,31,25,23,9,26,13,16,75,23,29,46,39,110,33,31,39,31,24,32,22,11,29,13,44,34,25,63,28,15,58,25,20,20,21,34,31,23,4,20,35,16,36,20,53,33,17,40,19,17,13,27,37,36,3,36,39,30,12,26,7,11,67,27,25,37,81,42,44,24,44,16,39,56,38,47,29
