"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"29",307,107,243,65,69,350,274,272,290,132,165,501,335,288,163,96,280,510,374,179
"30",146,247,314,137,217,316,146,106,29,105,384,496,286,210,225,332,405,170,361,368
"31",130,45,148,146,429,176,337,159,218,215,213,360,418,463,137,172,348,204,301,381
"32",366,112,100,109,128,852,313,139,201,101,459,396,107,465,280,187,176,340,128,41
"33",433,206,393,196,124,182,120,355,193,395,330,386,172,443,48,177,362,65,247,173
"34",234,49,67,143,216,316,155,177,46,103,428,337,212,600,388,157,431,345,230,366
"35",136,94,302,155,104,179,350,128,234,321,309,506,247,317,250,204,436,196,312,220
"36",221,179,301,331,73,409,183,111,312,120,132,306,403,297,88,193,711,102,161,367
"37",141,171,179,114,54,103,52,296,118,141,384,222,403,420,343,328,611,285,510,125
"38",121,178,254,99,56,370,244,35,68,214,210,418,154,676,293,317,568,142,214,369
"39",330,93,323,82,153,378,468,160,125,101,313,538,100,126,222,273,503,119,407,186
"40",87,232,88,100,216,266,137,254,190,119,406,885,232,313,209,330,267,301,215,153
"41",229,321,97,338,156,159,224,194,434,169,145,218,124,286,221,279,599,426,224,157
"42",114,319,165,98,323,148,431,374,472,74,174,308,330,501,279,288,222,177,20,183
"43",288,110,232,191,130,197,357,254,392,342,306,75,236,212,177,196,636,239,258,172
"44",214,169,219,117,189,477,147,211,165,214,317,614,248,281,127,191,496,155,280,169
"45",161,338,136,206,101,478,142,518,244,142,242,441,221,299,125,249,304,291,201,161
"46",193,96,206,132,279,129,136,165,260,102,210,298,321,648,457,181,547,318,157,165
"47",240,79,117,381,101,183,261,54,101,270,373,491,133,310,141,53,585,250,236,641
"48",28,65,141,198,489,181,308,347,200,233,236,353,242,463,218,84,175,460,309,270
"49",411,329,222,96,199,319,182,193,547,210,167,247,404,408,212,92,247,280,122,113
"50",241,437,60,198,368,134,196,276,118,144,396,351,291,320,211,122,698,245,70,124
"51",122,330,183,194,181,280,388,233,207,188,318,421,142,512,74,276,262,285,105,299
"52",231,271,36,116,392,167,412,276,313,263,109,592,342,339,175,198,223,225,228,92
"53",363,238,229,355,337,417,190,106,277,119,380,398,274,164,369,64,220,344,54,102
"54",202,31,176,126,191,261,156,348,304,245,255,210,258,394,30,155,944,216,101,397
"55",143,67,353,235,102,436,156,468,122,172,316,190,321,564,222,230,349,211,132,211
"56",189,208,227,175,251,146,224,65,220,87,305,516,380,225,561,349,397,197,72,206
"57",237,186,310,201,374,372,147,325,220,259,394,303,368,257,117,185,237,232,178,98
"58",256,156,153,156,160,302,327,299,266,266,232,331,95,278,203,144,477,455,271,173
"59",140,234,30,24,182,458,116,382,212,179,222,300,340,377,523,196,370,194,319,202
"60",40,222,557,231,92,296,373,140,115,142,192,752,242,295,234,297,432,127,93,128
"61",225,121,269,268,432,63,187,324,178,211,134,303,326,243,196,228,222,651,79,340
"62",156,80,103,104,104,259,112,219,222,157,495,293,203,204,206,146,753,512,422,250
"63",339,74,67,195,61,128,195,162,154,112,223,314,229,774,262,231,713,257,470,40
"64",148,433,182,388,82,284,270,126,226,300,207,638,136,152,312,127,284,270,360,75
"65",216,175,198,253,167,275,103,520,284,267,489,344,141,220,107,299,357,187,143,255
"66",87,394,241,240,127,217,209,357,216,278,416,647,204,236,240,128,273,133,244,113
"67",273,54,89,190,131,245,121,134,283,168,422,845,147,281,273,166,556,224,68,330
"68",322,168,69,187,164,164,257,371,191,345,239,498,292,338,211,366,281,306,150,81
"69",395,380,141,139,66,255,157,272,65,100,250,263,541,293,64,329,533,164,255,338
"70",450,233,203,234,160,55,122,249,78,311,205,373,389,345,157,248,409,394,261,124
"71",143,122,311,226,244,303,69,270,115,377,468,342,227,311,69,218,720,197,225,43
"72",262,128,165,187,282,390,426,119,95,432,81,337,560,293,229,64,541,130,150,129
"73",224,73,201,188,248,377,143,178,64,60,382,682,168,136,362,529,305,330,158,192
"74",75,146,69,90,82,267,281,202,155,59,335,629,207,283,165,97,714,511,326,307
"75",245,191,121,84,222,202,476,221,123,46,285,595,89,471,57,277,449,419,213,214
"76",327,118,342,135,101,396,168,218,319,161,190,263,435,125,173,408,583,240,142,156
"77",238,296,110,61,231,117,556,202,406,168,314,296,315,240,399,79,326,450,82,114
"78",194,398,295,79,61,206,115,239,319,281,462,269,206,265,118,192,430,395,201,275
"79",480,141,126,285,268,198,126,157,138,231,255,299,151,295,111,456,446,270,354,213
"80",341,177,201,242,263,45,179,213,205,562,222,178,492,391,223,160,332,170,206,198
"81",125,58,296,82,71,234,311,341,51,135,150,602,61,638,110,284,702,379,180,190
"82",184,180,414,226,256,230,145,448,57,136,688,439,153,274,242,114,225,218,302,69
"83",287,220,40,271,283,254,147,295,191,208,323,553,104,287,122,406,443,438,101,27
"84",280,246,297,112,256,379,198,156,213,140,281,692,111,234,150,459,345,309,56,86
"85",144,199,202,265,166,190,48,312,103,296,161,498,353,181,228,433,407,228,448,138
"86",278,726,215,221,53,208,56,338,181,155,175,483,257,219,219,261,490,152,116,197
"87",235,280,251,125,128,291,134,47,117,295,459,441,572,434,288,260,183,160,103,197
"88",174,542,115,92,219,494,163,321,207,210,334,441,263,188,235,265,255,303,150,29
"89",151,96,140,317,158,246,494,284,326,242,293,227,388,305,145,253,365,286,118,166
"90",136,212,239,110,502,113,178,138,148,372,153,877,250,180,418,104,408,233,183,46
"91",153,126,240,351,146,167,169,281,58,38,371,437,419,389,216,218,315,354,224,328
"92",80,325,84,256,155,376,202,177,174,256,405,321,422,594,187,82,584,71,136,113
"93",188,294,352,32,133,102,255,268,339,298,226,472,372,331,140,226,234,323,193,222
"94",335,315,441,202,242,411,204,357,250,189,73,449,216,342,198,163,247,110,147,109
"95",267,198,285,148,257,187,276,110,46,310,106,254,314,262,463,542,388,115,214,258
"96",59,319,484,411,66,198,510,320,155,252,218,229,147,225,283,74,317,399,122,212
"97",246,102,56,92,100,271,244,126,139,434,284,732,391,331,182,210,402,219,195,244
"98",235,331,161,167,321,167,31,150,211,119,145,631,259,393,60,218,658,399,194,150
"99",346,254,215,110,362,323,83,151,161,210,123,262,171,154,343,556,352,179,234,411
"100",118,203,151,58,495,366,145,114,225,71,320,475,228,237,512,305,431,300,101,145
"101",360,293,262,285,61,125,146,469,162,219,139,186,421,359,343,223,409,373,66,99
"102",314,65,153,172,371,156,317,191,560,71,248,253,257,387,174,183,340,403,173,212
"103",195,351,75,174,94,252,326,96,315,104,230,542,223,599,329,254,326,107,270,138
"104",244,77,349,266,109,108,351,142,349,136,212,213,497,345,99,395,291,308,185,324
"105",373,439,150,222,254,252,180,128,161,68,143,549,288,333,401,165,289,258,116,231
"106",433,70,268,115,433,265,267,353,115,157,87,413,90,223,394,327,414,246,142,188
"107",240,119,266,118,422,350,221,235,177,106,183,428,252,141,497,182,252,403,156,252
"108",145,512,70,308,18,250,234,123,97,142,415,495,131,738,46,100,246,339,231,360
"109",185,158,385,141,170,154,248,339,182,154,319,326,131,222,93,181,874,359,91,288
"110",100,279,90,89,24,496,174,204,296,271,343,559,456,269,210,196,342,240,275,87
"111",104,188,40,77,227,477,316,722,149,177,52,579,114,317,199,181,309,300,135,337
"112",333,107,205,59,578,97,278,146,163,144,290,619,303,150,353,107,327,408,113,220
"113",501,104,296,246,218,303,249,143,100,128,447,325,191,516,59,80,303,287,253,251
"114",99,348,101,242,134,104,149,52,228,75,198,296,378,511,390,160,310,394,579,252
"115",140,209,60,159,95,447,456,100,209,166,238,176,417,382,58,481,374,233,446,154
"116",213,188,418,170,363,303,211,292,99,133,314,330,192,176,117,247,569,371,220,74
"117",258,187,266,28,173,179,289,113,240,239,399,723,169,183,383,235,341,254,158,183
"118",257,44,500,83,74,255,95,507,95,205,38,491,388,232,104,321,360,373,336,242
"119",162,421,213,131,86,313,91,356,281,107,173,315,342,354,539,130,181,214,392,199
"120",240,128,267,226,240,297,73,147,117,82,147,215,445,319,353,82,384,338,674,226
"121",173,117,381,186,25,260,295,134,56,132,197,1021,490,115,255,349,186,169,223,236
"122",529,69,106,118,117,29,332,560,97,107,304,414,459,206,210,151,568,97,269,258
"123",197,75,357,246,172,321,186,248,131,306,229,285,575,295,119,221,321,223,162,331
"124",339,141,154,109,251,384,311,374,284,196,153,287,382,392,82,161,213,452,253,82
"125",346,405,226,252,198,420,284,143,122,114,172,294,199,535,384,121,304,201,131,149
"126",115,117,210,126,179,226,272,365,293,454,248,548,95,325,59,334,327,179,402,126
"127",51,275,421,171,283,126,126,180,125,131,736,454,363,434,160,144,182,404,50,184
"128",325,248,48,223,209,232,249,283,419,149,132,319,497,104,329,533,294,135,73,199
"129",441,311,341,252,47,141,63,58,563,290,370,206,185,370,51,231,216,308,296,260
"130",93,108,496,179,317,90,248,59,89,178,555,306,159,593,264,178,436,212,304,136
"131",162,186,374,144,161,176,92,206,136,48,242,395,62,574,177,154,823,530,245,113
"132",119,465,397,307,150,206,131,130,175,226,270,387,418,659,128,101,197,177,93,264
"133",91,115,84,312,102,66,198,322,279,243,442,276,265,612,259,216,260,329,162,367
"134",168,52,207,368,111,304,39,145,198,249,234,339,224,417,149,339,610,468,163,216
"135",77,61,94,281,503,145,209,286,116,66,310,268,324,961,198,383,331,62,166,159
"136",478,177,420,154,42,209,361,228,157,346,200,159,389,234,423,133,298,288,145,159
"137",142,229,91,334,187,112,107,145,265,252,252,635,170,93,278,181,381,649,243,254
"138",66,88,74,114,312,224,429,268,251,186,294,845,439,323,211,125,251,184,168,148
"139",272,315,168,112,276,406,97,118,271,260,296,419,322,213,76,139,287,395,252,306
"140",158,174,172,169,256,96,92,106,287,112,644,364,514,334,333,172,274,362,225,156
"141",228,286,85,327,192,86,153,532,130,153,330,345,242,545,266,188,256,274,288,94
"142",410,224,91,263,14,231,262,85,385,301,262,437,177,426,198,463,323,120,206,122
"143",412,156,126,208,98,71,156,110,204,91,202,768,311,482,205,304,278,437,220,161
"144",105,213,109,428,92,309,315,100,180,273,425,371,273,467,363,31,120,230,202,394
"145",283,225,219,246,88,273,491,181,83,136,186,626,528,192,174,179,259,158,252,221
"146",234,230,112,223,174,222,201,239,102,114,456,383,70,335,71,138,477,179,349,691
"147",192,127,113,68,446,195,400,359,174,338,318,295,324,222,250,323,283,149,176,248
"148",290,145,333,272,198,416,233,153,180,117,254,575,93,165,329,311,546,201,112,77
"149",217,139,456,75,294,294,160,290,252,31,329,329,292,213,352,321,220,522,147,67
"150",161,147,135,360,81,66,352,123,156,295,382,232,197,405,477,191,331,476,143,290
"151",277,287,280,329,88,215,184,109,120,63,193,562,194,314,119,107,487,618,216,238
"152",372,130,56,307,242,188,159,395,141,53,190,571,357,354,113,257,507,278,114,216
"153",122,184,101,311,602,271,254,281,202,76,252,413,211,611,228,156,323,67,136,199
"154",223,329,66,146,98,88,392,224,407,168,112,691,281,724,74,256,169,290,100,162
"155",379,440,123,112,150,289,198,92,315,120,320,384,194,462,82,385,460,167,266,62
"156",334,437,210,193,69,171,267,222,180,116,209,478,385,404,170,162,236,350,257,150
"157",124,164,256,318,143,581,430,126,44,276,352,261,368,221,222,119,191,328,209,267
"158",302,269,140,418,153,262,404,190,38,270,218,396,219,301,84,241,386,321,147,241
"159",194,49,198,365,160,158,98,195,208,172,169,901,88,479,98,120,402,401,179,366
"160",430,376,339,57,175,218,233,232,186,165,91,287,501,333,286,188,355,62,382,104
"161",348,205,62,260,31,104,447,579,160,90,137,452,408,461,280,157,368,229,133,89
"162",140,423,70,245,141,171,292,198,91,292,490,666,118,378,193,277,350,210,117,138
"163",235,125,184,141,279,242,154,123,81,210,483,535,379,94,347,112,683,439,25,129
"164",288,146,92,184,468,100,357,167,183,220,292,598,301,244,258,305,199,261,109,228
"165",100,118,197,50,130,344,361,118,87,63,280,320,287,445,269,53,748,438,331,261
"166",174,168,137,79,335,142,169,109,436,53,344,376,57,371,160,222,483,335,634,216
"167",383,100,325,432,147,153,203,138,75,122,325,318,247,317,164,226,181,386,421,337
"168",519,634,72,84,28,193,361,65,36,126,170,293,338,414,150,269,432,336,147,333
"169",270,198,212,346,361,268,68,302,96,249,113,339,225,448,78,295,482,509,84,57
"170",506,83,297,229,310,80,118,256,75,186,189,549,91,295,342,107,474,465,82,266
"171",268,23,578,552,104,249,54,192,43,393,460,631,166,524,66,91,115,374,70,47
"172",530,72,343,283,139,272,352,228,55,194,96,296,475,284,86,101,219,378,298,299
"173",211,342,267,219,84,92,275,140,190,240,301,392,180,658,162,599,280,92,151,125
"174",236,257,261,108,294,54,151,478,134,81,111,357,272,860,222,194,212,411,137,170
"175",308,101,277,303,76,583,87,181,75,320,351,177,275,188,263,274,343,274,50,494
"176",211,104,111,295,149,173,196,322,301,108,393,313,88,553,174,228,660,353,28,240
"177",38,64,39,258,110,180,178,358,125,87,354,247,225,812,188,325,573,502,167,170
"178",213,177,358,324,321,255,294,237,291,280,103,238,157,266,246,334,540,105,173,88
"179",192,161,114,271,319,106,93,227,441,228,343,251,458,568,127,379,321,143,54,204
"180",705,109,174,257,110,404,473,195,359,30,344,260,67,346,93,154,376,172,112,260
"181",100,208,227,521,150,162,305,129,155,249,154,404,205,490,117,268,603,198,186,169
"182",220,126,307,74,77,289,341,144,73,200,503,511,285,623,66,254,467,127,173,140
"183",184,184,125,267,228,149,120,291,48,167,231,516,288,194,95,113,459,289,831,221
"184",269,121,161,305,207,262,77,418,120,287,290,488,315,369,226,280,427,210,112,56
"185",100,220,44,359,177,229,261,74,135,163,385,488,393,341,315,188,479,274,145,230
"186",202,28,178,242,61,411,185,176,289,175,304,412,649,464,204,170,344,208,219,79
"187",338,129,267,85,222,123,49,338,61,78,193,618,570,326,165,118,626,365,148,181
"188",140,123,333,81,59,393,166,320,172,104,322,403,199,483,117,537,296,167,490,95
"189",272,401,92,140,325,346,112,191,269,118,548,401,280,235,77,177,323,257,198,238
"190",279,131,198,150,211,214,264,355,63,79,241,508,309,389,127,427,621,180,119,135
"191",369,123,277,23,96,156,294,99,106,254,655,359,295,455,111,96,434,246,306,246
"192",145,220,162,308,509,154,73,197,249,202,226,465,244,328,150,114,419,211,99,525
"193",120,243,279,102,96,403,164,307,168,237,388,277,278,418,241,307,335,156,286,195
"194",197,227,143,67,98,308,76,143,207,150,103,528,372,373,181,499,468,165,360,335
"195",303,133,354,82,153,156,304,369,168,153,423,558,511,179,196,123,522,84,169,60
"196",155,295,159,59,390,155,150,216,259,402,297,244,164,461,126,199,462,387,213,207
"197",345,114,184,43,419,171,172,146,99,337,208,188,354,317,397,434,383,143,180,366
"198",210,266,293,72,84,90,185,133,190,307,289,402,333,354,69,648,163,109,512,291
"199",193,169,181,130,479,226,314,164,97,121,430,361,132,434,231,107,453,413,91,274
"200",186,458,99,296,195,130,202,137,411,177,255,305,234,472,358,61,293,275,161,295
"201",218,29,172,51,235,81,183,302,115,225,292,758,271,216,179,400,547,289,115,322
"202",121,395,222,339,429,283,334,238,213,192,452,493,166,198,66,57,235,201,251,115
"203",189,118,309,280,116,131,75,200,109,216,342,361,457,326,268,123,496,310,415,159
"204",212,179,228,102,131,215,254,360,142,120,177,490,442,474,501,351,131,391,48,52
"205",184,158,245,103,276,188,173,92,110,136,352,668,266,204,253,321,457,498,197,119
"206",153,233,393,293,105,95,174,52,389,234,186,337,411,155,297,439,355,409,47,243
"207",463,189,87,79,75,170,409,138,278,302,206,249,397,240,290,252,325,401,271,179
"208",211,210,316,240,99,116,111,60,55,166,367,481,299,210,323,279,480,462,474,41
"209",221,460,436,239,305,301,220,199,38,132,331,347,123,414,182,208,185,354,170,135
"210",183,437,204,125,478,176,215,111,315,68,179,392,173,253,281,181,275,402,371,181
"211",41,115,174,138,358,216,324,201,170,252,222,423,323,281,736,230,310,170,234,82
"212",347,64,54,386,144,222,198,113,407,47,395,129,954,398,240,200,204,111,297,90
"213",385,286,351,91,118,274,143,195,203,129,203,709,226,439,266,136,343,242,93,168
"214",149,123,176,193,394,320,163,141,43,185,394,491,499,327,205,194,214,96,176,517
"215",442,509,272,143,276,345,128,149,101,87,236,373,303,589,149,153,81,207,152,305
"216",80,151,199,204,127,533,157,61,205,303,171,712,241,316,387,234,514,255,87,63
"217",278,172,543,97,201,117,331,26,279,135,193,377,284,293,102,251,563,141,257,360
"218",268,266,92,287,455,207,185,364,198,145,441,372,309,271,90,109,388,233,234,86
"219",212,109,122,195,99,100,155,261,276,223,279,593,264,382,181,413,436,187,244,269
"220",248,162,255,230,237,212,260,47,108,134,277,519,309,301,463,275,468,264,56,175
"221",60,69,166,322,290,164,634,346,87,122,369,379,302,219,201,353,179,421,179,138
"222",418,284,226,79,231,131,110,315,518,246,299,267,368,169,99,88,478,334,242,98
"223",348,208,157,177,111,161,260,227,240,129,200,546,491,209,99,309,597,280,88,163
"224",154,110,505,240,117,142,39,183,123,91,483,369,652,235,52,278,298,349,226,354
"225",279,163,192,151,169,348,216,101,116,231,124,824,206,238,370,433,173,277,297,92
"226",9,49,477,388,43,275,159,338,226,300,225,577,320,170,492,214,254,127,138,219
"227",209,221,458,233,198,82,161,76,366,346,102,370,308,337,113,252,336,229,283,320
"228",266,109,141,111,163,393,172,177,96,230,406,314,291,831,168,97,525,120,291,99
"229",326,148,112,291,159,162,228,205,285,157,242,363,253,440,93,240,256,500,209,331
"230",236,119,471,155,358,182,226,336,72,190,295,455,299,202,287,65,304,107,211,430
"231",424,150,553,98,258,245,300,190,171,82,103,631,246,465,230,94,237,99,210,214
"232",252,200,324,186,250,23,316,103,234,81,469,563,180,361,144,183,578,97,220,236
"233",253,128,129,344,64,270,221,344,128,111,317,416,195,431,282,205,274,623,199,66
"234",156,453,145,118,149,243,61,55,494,48,359,285,273,270,222,235,587,446,245,156
"235",152,142,121,89,229,254,161,253,196,239,347,195,303,295,171,217,563,557,270,246
"236",264,101,80,83,164,234,136,195,177,288,133,649,107,509,209,248,300,335,362,426
"237",321,26,225,235,188,143,105,513,247,202,156,229,372,469,330,131,401,499,63,145
"238",127,184,370,234,475,60,223,198,103,222,610,536,175,243,162,368,277,137,224,72
"239",177,181,271,159,141,294,222,268,338,112,407,364,345,306,177,200,467,384,86,101
"240",82,48,296,120,280,193,94,235,231,367,337,567,177,220,78,410,441,258,264,302
"241",120,138,58,118,401,141,137,354,264,56,222,421,166,661,389,185,427,313,326,103
"242",205,90,204,180,169,95,358,171,261,140,445,534,384,680,357,152,122,144,172,137
"243",260,172,135,391,152,131,325,175,232,86,221,435,333,636,232,142,434,284,95,129
"244",370,205,107,12,118,98,372,185,125,559,494,403,232,414,80,173,298,119,150,486
"245",166,143,174,351,55,135,178,479,122,73,382,599,300,93,375,257,332,380,295,111
"246",239,80,287,333,200,192,139,201,225,373,245,528,301,345,178,47,273,282,398,134
"247",167,165,485,78,335,196,64,162,219,87,354,440,416,212,195,226,584,367,226,22
"248",115,324,90,312,351,78,124,407,230,224,332,247,413,328,243,98,518,238,198,130
"249",161,245,121,177,242,319,100,312,84,129,258,690,59,652,48,249,226,391,347,190
"250",292,118,215,308,204,202,115,132,246,256,264,506,230,504,137,383,261,291,144,192
"251",462,254,308,203,96,318,134,355,106,108,600,387,198,185,114,139,578,210,124,121
"252",313,309,262,164,272,336,58,265,193,77,199,309,594,179,192,171,384,395,181,147
"253",465,143,48,163,108,268,116,289,324,29,350,251,226,267,108,452,513,349,207,324
"254",453,261,81,173,209,447,59,194,234,155,611,316,204,609,103,282,242,133,118,116
"255",252,326,461,245,141,67,205,142,352,64,276,509,264,550,293,180,141,152,266,114
"256",233,210,23,30,222,333,234,381,415,204,418,583,151,172,227,376,235,324,90,139
"257",175,197,176,199,140,213,230,78,108,139,711,269,304,472,188,244,391,373,204,189
"258",61,427,98,262,308,220,214,234,127,187,378,393,210,209,400,414,401,172,69,216
"259",151,228,246,231,273,134,509,134,161,76,186,793,172,387,73,137,277,198,334,300
"260",202,163,260,107,234,430,102,216,238,296,336,451,137,346,115,210,443,431,141,142
"261",237,422,387,185,82,272,171,150,255,38,304,587,292,570,94,165,254,181,147,207
"262",97,62,241,235,320,136,160,473,255,290,583,177,190,236,26,128,349,549,359,134
"263",100,309,143,163,140,232,156,168,263,71,219,305,248,667,119,267,421,380,252,377
"264",212,163,562,112,178,231,96,75,224,261,318,391,259,292,199,250,296,249,180,452
"265",256,198,295,501,109,281,57,168,138,152,444,160,168,429,259,606,269,238,213,59
"266",315,123,154,99,76,137,278,237,161,244,425,827,82,287,152,341,459,283,119,201
"267",229,234,110,65,86,221,172,75,185,367,301,650,338,238,245,426,506,166,312,74
"268",398,102,73,293,167,267,173,42,157,157,397,504,201,287,376,342,279,240,310,235
"269",312,203,63,94,93,167,275,74,110,438,154,563,385,335,86,168,423,301,471,285
"270",406,65,144,64,475,328,160,176,194,53,253,334,166,203,132,194,347,710,121,475
"271",41,187,248,133,123,98,160,260,309,176,464,321,113,657,124,334,237,532,309,174
"272",666,170,191,441,52,173,192,455,338,328,132,260,158,207,102,284,380,167,174,130
"273",329,234,174,121,188,192,215,240,213,213,215,567,206,236,78,250,539,344,213,233
"274",550,332,183,361,332,187,261,108,105,245,276,295,210,92,238,86,357,242,161,379
"275",112,75,309,225,162,145,184,352,415,140,351,522,378,279,417,181,264,330,26,133
"276",92,143,55,81,104,211,286,81,293,191,168,509,243,874,246,398,382,343,150,150
"277",276,359,141,354,210,285,140,176,355,325,133,194,230,327,196,411,345,254,112,177
"278",385,92,205,114,122,284,89,494,201,103,265,610,386,182,301,116,450,164,165,272
"279",191,105,188,260,114,272,635,420,164,110,171,497,374,268,120,20,382,398,163,148
"280",828,209,194,274,213,168,67,117,161,225,155,313,472,530,246,125,192,239,161,111
"281",577,92,130,139,463,124,226,530,336,321,302,274,270,92,124,84,308,200,307,101
"282",290,184,82,85,321,289,300,182,358,283,192,483,308,216,209,286,240,290,215,187
"283",210,261,286,219,80,157,69,164,228,98,173,644,562,151,246,133,624,202,150,343
"284",276,225,146,60,509,213,49,156,219,257,399,421,289,369,143,424,190,244,211,200
"285",349,133,219,140,231,247,376,52,148,105,386,883,262,270,312,106,358,70,203,150
"286",263,181,172,263,375,314,23,249,258,192,348,301,106,386,195,233,569,286,120,166
"287",159,220,316,331,50,158,134,310,305,38,286,578,152,343,243,420,635,72,106,144
"288",593,255,194,150,258,98,194,227,111,330,287,212,241,395,306,232,218,358,101,240
"289",44,241,243,54,235,127,183,83,222,153,289,1141,161,359,227,149,355,392,180,162
"290",246,175,178,149,104,464,141,206,181,125,239,301,453,269,197,468,517,171,155,261
"291",138,105,162,120,34,568,276,423,132,64,285,190,398,613,310,155,263,229,381,154
"292",364,273,315,206,66,376,96,309,49,105,307,600,397,150,157,160,361,485,166,58
"293",210,234,96,124,291,413,303,88,143,86,268,334,157,336,163,224,927,73,404,126
"294",265,273,150,190,277,504,347,312,128,173,176,259,289,418,164,266,272,186,181,170
"295",308,90,162,226,191,92,323,144,166,15,342,347,286,365,274,274,805,63,294,233
"296",121,155,303,379,254,112,346,164,96,276,152,239,250,558,238,147,500,198,319,193
"297",66,187,139,71,194,373,337,138,74,196,245,417,99,403,247,484,452,253,386,239
"298",156,187,247,80,271,658,101,107,222,247,573,288,245,150,257,105,351,300,225,230
"299",100,296,272,225,140,140,110,403,235,90,264,463,372,214,194,696,310,239,148,89
"300",56,182,264,48,149,328,237,297,153,141,192,827,409,290,249,302,399,350,14,113
"301",605,207,156,75,230,183,212,137,474,237,242,348,242,155,310,167,230,150,435,205
"302",149,141,226,227,222,346,185,142,426,50,411,457,195,533,76,294,269,338,81,232
"303",333,130,182,638,178,41,169,184,83,243,221,405,400,398,251,201,443,110,159,231
"304",304,98,250,186,50,88,285,303,177,372,226,382,216,533,104,348,425,164,400,89
"305",187,395,326,51,329,139,111,163,201,72,147,397,253,471,341,176,521,329,167,224
"306",316,273,415,227,128,447,163,87,107,250,222,636,333,462,114,204,254,146,145,71
"307",163,695,48,155,204,133,65,206,191,124,46,418,420,810,289,426,202,88,76,241
"308",178,296,434,108,270,169,189,137,128,253,411,391,367,259,442,79,224,361,123,181
"309",366,334,241,106,191,567,169,196,91,438,179,373,160,155,487,268,205,207,101,166
"310",158,45,163,266,733,229,285,202,118,67,345,587,203,422,220,420,150,147,208,32
"311",245,309,477,74,129,151,93,74,220,69,415,402,530,345,272,303,251,252,253,136
"312",472,267,237,150,130,145,268,223,182,303,266,361,130,516,308,223,549,34,132,104
"313",636,342,237,142,113,198,400,255,158,114,237,455,210,338,330,120,300,114,126,175
"314",227,290,153,260,272,212,322,144,82,159,101,502,358,372,170,252,460,166,207,291
"315",86,87,133,270,188,282,157,294,69,353,236,373,477,261,237,86,527,212,524,148
"316",53,261,259,129,216,334,214,198,29,222,527,392,221,616,141,266,141,300,154,327
"317",287,312,72,114,292,208,238,112,61,152,191,564,268,259,185,106,552,407,299,321
"318",306,101,285,453,287,360,226,216,271,125,397,211,145,343,154,165,238,297,247,173
"319",312,71,186,128,179,125,209,126,255,380,291,413,248,467,224,288,427,373,222,76
"320",282,232,100,132,110,46,177,382,17,224,533,464,526,177,442,228,308,250,251,119
"321",120,109,84,176,119,101,333,78,40,86,246,871,349,477,343,416,290,250,414,98
"322",234,178,268,324,188,125,214,394,138,137,165,350,229,228,150,168,629,430,367,84
