"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"11",5,5,2,26,2,3,2,2,20,8,7,46,17,15,1,8,6,0,1,0,6,3,5,1,10,4,0,1,158,1,0,1,21,430,51,29,7,12,10,2,5,4,4,1,3,6,6,2,40,4,5,0,5,4,1,145,6,27,2,3,1,4,258,118,50,7,1,13,62,28,3,3,3,929,5,0,1,9,0,1,8,19,1,22,8,2,10,35,1,9,3,3,1,104,2,72,3,10,1,155,3,3,19,8,419,1,5,7,1,36,8,11,3,346,2,5,8,8,2,1,2,2,1,19,3,7,18,17,7,0,2,2,3,0,86,8,9,7,18,8,7,19,17,24,1,3,63,12,23,10,15,1,22,13,7,5,3,1,5,262,6,2,8,6,146,5,0,0,28,5
"12",7,2,8,22,0,5,6,7,13,4,3,39,19,17,1,10,10,2,3,4,16,0,5,0,4,1,1,0,147,5,1,1,14,432,59,40,11,13,5,0,8,5,2,7,4,10,14,6,33,2,2,0,7,2,2,129,2,27,0,2,5,3,280,118,47,17,2,10,55,26,3,4,5,840,9,2,0,2,3,1,2,10,3,18,4,2,1,19,2,1,2,1,0,90,1,75,5,2,6,170,3,4,16,5,398,5,6,7,1,50,9,19,0,370,3,3,17,7,3,9,1,6,0,18,2,7,34,20,14,2,1,5,5,1,85,4,7,6,24,17,3,14,12,20,3,0,55,14,34,6,11,6,15,4,10,17,3,3,12,290,2,7,11,4,167,4,2,1,24,5
"13",4,4,2,32,1,1,3,2,11,1,6,62,9,10,3,5,7,0,3,0,13,1,7,3,8,1,1,2,178,3,1,5,12,519,47,38,14,20,6,1,11,4,3,2,3,6,9,0,46,4,0,3,5,1,3,137,3,35,4,2,3,2,293,109,53,8,0,10,59,26,2,5,3,879,2,4,2,6,3,2,11,11,2,15,3,1,14,24,5,4,2,2,2,92,1,89,1,8,6,130,8,4,8,3,432,5,7,1,7,38,8,6,1,350,2,3,13,7,3,5,3,1,1,13,0,8,20,25,7,0,9,3,3,1,49,5,8,3,17,12,3,10,20,10,0,2,77,10,12,3,9,3,9,12,7,6,8,0,8,265,2,0,17,2,150,1,0,6,25,3
"14",10,2,2,33,1,1,5,1,8,6,5,57,11,3,0,2,2,1,1,1,7,1,1,4,7,1,1,2,165,3,0,1,16,430,36,31,13,16,4,3,3,0,2,1,2,8,7,3,36,1,1,4,6,2,6,135,2,29,3,5,8,7,299,114,52,11,2,7,54,21,2,2,1,943,7,3,3,7,3,3,8,15,4,16,18,2,18,19,2,3,6,0,2,99,1,55,6,11,3,149,1,2,18,5,436,6,0,1,5,30,3,10,6,337,4,3,8,2,0,2,3,3,0,5,2,7,31,15,13,1,1,2,3,2,56,5,15,6,20,11,6,12,12,11,0,0,78,12,30,14,17,1,13,5,4,12,3,6,2,282,1,3,13,5,182,1,3,1,44,11
"15",4,6,5,23,2,1,9,5,10,6,5,83,12,10,3,13,8,1,2,0,11,2,11,3,3,0,1,0,168,2,1,2,25,423,47,33,17,14,2,5,2,1,3,3,0,7,4,4,35,2,3,2,3,1,6,186,1,34,1,3,7,4,332,126,74,8,3,5,80,30,0,2,2,858,4,0,2,7,0,1,9,15,4,21,13,1,9,17,4,0,11,2,3,72,3,56,10,5,2,122,5,2,10,3,424,7,2,4,8,35,8,8,1,345,3,0,10,7,0,1,2,2,1,10,4,4,22,14,17,2,1,0,4,3,75,5,7,7,18,6,10,16,11,21,2,2,58,6,26,4,3,0,17,5,2,11,7,0,3,276,3,0,9,4,155,1,6,6,37,9
"16",2,4,0,24,2,5,4,7,13,6,5,57,6,13,3,8,5,1,7,3,11,0,2,8,1,2,0,3,167,3,6,3,15,403,54,45,10,15,5,3,6,2,4,3,2,4,6,4,43,3,4,4,8,2,7,132,3,37,2,3,6,1,316,129,60,7,5,8,69,21,4,6,2,926,4,1,9,7,5,0,4,12,3,16,10,0,7,13,4,1,3,3,1,94,3,53,5,11,3,144,6,2,12,6,455,3,2,6,7,32,5,9,2,345,2,7,6,1,2,7,4,2,2,8,1,3,25,22,6,2,4,5,3,2,74,2,15,8,12,8,11,10,11,19,7,0,75,12,21,9,8,1,20,11,4,7,5,5,1,258,2,3,12,1,139,1,0,1,27,8
"17",2,4,6,24,1,0,0,4,18,6,10,49,11,15,6,7,5,4,6,2,6,2,4,5,9,2,1,4,165,2,3,5,13,432,40,37,5,17,3,2,5,2,5,4,4,8,2,2,39,7,1,1,7,2,3,149,5,27,2,4,4,4,292,139,61,12,0,6,60,23,3,4,0,888,9,3,3,5,0,2,8,6,8,13,13,2,14,29,3,6,8,5,1,115,0,71,4,3,4,125,1,5,10,4,428,8,2,5,3,34,1,12,1,344,1,3,13,6,0,2,6,4,1,10,2,7,13,23,15,3,3,3,4,0,82,6,14,8,17,9,10,11,5,15,1,3,74,10,39,3,13,8,17,4,3,2,3,1,8,264,5,2,14,2,150,3,3,2,30,10
"18",4,4,1,26,3,8,2,5,15,2,3,63,19,4,4,4,2,1,5,6,13,5,4,3,7,0,3,2,180,3,0,4,16,446,37,34,10,17,4,1,7,1,6,2,5,3,7,3,30,1,5,2,6,0,2,151,6,26,1,2,2,3,301,123,63,14,2,6,53,45,2,2,2,871,4,0,3,4,4,0,5,11,5,20,6,2,8,25,5,2,6,3,2,112,2,61,9,4,0,143,2,10,16,5,424,4,7,0,2,44,7,3,5,303,2,0,11,5,3,2,2,7,1,13,6,11,21,12,16,0,6,3,6,9,68,12,6,9,19,16,7,5,12,15,4,2,65,9,28,8,9,2,16,6,4,7,7,1,7,291,2,0,21,4,161,3,0,5,26,4
"19",1,3,2,31,3,0,6,1,19,13,8,57,19,22,2,13,1,0,2,1,6,2,8,4,4,3,2,8,146,1,2,7,14,460,50,50,15,16,2,1,4,3,2,3,1,5,2,4,53,2,0,3,7,2,5,107,5,41,2,2,4,3,298,110,74,12,1,10,68,31,1,2,2,888,3,6,0,4,3,2,2,12,1,12,9,2,11,20,2,4,7,3,1,99,1,59,9,4,5,128,4,5,18,1,434,5,5,4,5,28,10,11,2,361,7,5,11,5,2,4,1,1,1,9,1,9,18,20,11,3,3,2,7,1,61,9,11,5,11,4,7,10,17,16,0,3,63,9,31,13,7,5,16,7,4,4,3,2,5,261,2,1,11,2,152,1,3,5,51,3
"20",2,6,4,28,0,0,4,5,11,5,13,75,4,5,1,10,3,1,1,4,8,1,6,2,4,0,2,2,156,1,2,1,16,415,47,34,12,14,5,2,3,3,6,4,4,6,7,2,27,5,1,1,9,1,6,148,4,34,2,5,5,5,290,128,43,13,0,5,76,32,4,4,5,871,6,3,3,4,1,1,10,17,2,22,13,6,14,25,1,1,6,1,0,112,0,66,9,4,3,163,4,5,7,6,436,4,5,2,2,34,8,4,1,334,0,2,15,7,5,8,6,3,4,17,1,8,26,11,16,0,3,0,3,0,69,7,10,11,21,4,3,22,14,20,1,2,64,11,34,9,10,1,14,7,1,17,1,2,6,275,2,1,20,7,139,1,1,5,33,4
"21",12,3,3,28,1,4,2,3,9,5,5,49,15,17,2,5,1,0,5,1,10,2,12,5,2,2,2,3,169,0,1,12,23,436,62,31,13,22,7,4,3,0,4,0,0,7,3,3,28,0,0,7,4,3,9,146,5,37,3,1,9,6,271,113,69,12,0,8,84,33,4,0,3,906,2,4,2,10,4,2,7,14,9,11,9,2,11,20,2,0,4,0,1,101,1,70,1,5,1,152,4,3,10,5,420,3,0,6,9,33,2,6,1,310,8,0,18,4,4,2,1,0,0,17,1,3,36,30,11,5,3,1,4,2,80,0,12,10,7,15,6,18,11,15,3,2,65,6,34,7,9,3,21,11,5,8,4,1,4,247,1,1,12,5,151,3,2,3,37,5
"22",5,4,4,47,2,5,2,3,3,8,2,56,4,12,3,6,11,4,1,4,11,2,9,5,3,7,1,4,161,2,1,4,16,465,62,40,13,17,1,4,7,2,0,0,1,11,3,0,41,7,3,2,3,0,12,116,8,25,6,5,4,5,312,125,74,12,2,9,44,24,7,5,4,879,2,1,3,5,0,1,8,14,5,14,8,4,8,28,2,6,9,1,1,90,1,58,3,9,8,119,2,3,9,1,423,8,2,7,0,46,6,9,1,305,4,0,21,8,2,3,2,8,5,8,2,4,22,24,15,0,1,2,4,1,72,4,10,5,21,8,8,20,12,11,5,3,61,13,33,11,4,2,13,10,6,4,6,0,6,274,2,4,14,3,166,7,0,5,30,9
"23",4,1,3,22,4,3,2,5,10,5,2,51,10,13,7,9,4,0,3,3,10,1,4,5,2,2,2,3,127,3,3,3,14,445,56,49,12,27,4,4,14,1,3,0,2,3,3,3,38,0,0,4,7,1,6,139,4,33,1,4,5,3,257,109,44,8,2,15,95,24,3,3,1,871,6,0,1,5,3,1,3,14,3,17,5,0,14,26,1,2,8,0,2,114,2,69,4,11,1,155,4,2,16,3,409,6,2,4,6,34,11,3,3,346,0,1,8,5,3,6,2,1,2,6,2,12,33,13,9,4,6,4,1,3,69,3,16,7,14,17,5,16,6,24,3,1,78,10,31,4,20,7,18,8,4,9,5,4,7,277,7,2,15,2,180,3,1,4,38,5
"24",5,8,0,37,0,1,5,4,14,3,0,62,14,9,1,6,1,1,5,3,13,2,3,2,1,0,1,6,153,4,3,2,20,421,38,33,8,14,3,3,7,2,3,9,3,5,9,1,52,2,2,1,8,1,6,155,2,30,2,3,10,2,280,106,77,8,2,6,69,17,1,3,0,841,2,0,3,4,3,0,8,27,5,22,9,2,6,23,1,5,10,2,2,102,1,78,6,2,7,124,4,5,12,5,444,8,1,6,9,46,12,12,1,344,1,1,13,2,7,2,1,5,1,4,1,0,21,14,7,1,1,4,3,1,81,3,9,5,12,18,7,26,19,23,3,0,50,18,24,4,3,7,15,10,7,8,8,3,3,290,2,1,8,3,183,8,1,5,38,8
"25",9,8,1,22,4,6,5,4,11,5,2,68,11,6,5,8,6,2,2,1,9,0,10,3,7,4,3,1,201,1,1,4,24,412,48,41,12,23,0,5,6,5,3,1,3,5,11,3,39,2,0,4,10,2,4,124,1,23,1,7,3,8,315,101,43,20,2,7,79,22,2,1,1,886,7,2,0,4,2,5,3,12,2,20,8,4,13,26,4,3,4,2,1,104,3,53,2,5,3,180,4,7,13,6,408,3,8,3,4,33,3,7,1,317,4,4,12,5,2,3,3,9,4,14,0,3,31,20,17,3,3,3,3,0,68,9,5,7,8,19,6,12,17,26,3,5,77,12,27,11,8,3,8,15,3,14,1,0,8,269,2,4,15,6,127,1,3,2,24,4
"26",7,8,3,23,2,3,5,6,15,5,5,48,10,8,1,9,4,1,1,2,9,3,8,4,6,4,1,1,142,0,3,4,14,457,51,55,9,16,7,4,4,0,4,8,0,5,9,3,27,1,2,0,4,4,6,140,4,24,4,3,10,4,291,120,37,7,1,7,59,38,6,2,1,851,2,0,8,3,0,1,4,9,2,13,8,2,19,30,0,2,5,0,0,121,1,73,3,4,2,145,4,4,11,5,428,3,6,3,5,33,9,12,0,352,3,3,17,7,3,2,4,4,6,12,5,3,26,22,10,3,2,3,2,6,74,1,3,6,17,9,10,8,14,27,3,1,67,19,26,5,14,11,21,19,2,9,4,1,5,271,0,4,4,1,177,3,1,3,28,7
"27",7,10,4,40,0,1,0,5,7,6,4,57,19,13,4,6,7,0,4,2,10,0,8,3,3,2,0,2,189,1,2,10,20,464,35,38,19,16,1,0,5,1,3,3,3,13,4,1,54,2,2,0,5,4,6,151,2,41,2,8,14,3,353,114,52,11,4,5,64,25,3,0,3,814,11,0,2,3,2,2,5,16,0,17,16,3,15,15,2,1,6,1,2,100,4,51,5,5,5,137,6,1,13,6,414,5,3,3,4,36,9,7,0,345,3,2,10,0,1,1,0,4,0,15,3,11,31,15,12,3,3,0,5,0,69,2,8,5,9,11,9,9,9,20,2,4,81,6,26,8,7,0,10,18,1,7,2,0,4,266,3,1,16,2,158,3,2,2,27,2
"28",7,4,4,28,5,6,2,4,11,1,2,64,13,12,4,8,8,3,6,3,13,4,8,4,3,3,2,0,163,2,2,4,10,449,36,38,7,15,2,3,3,1,1,3,1,10,4,0,42,5,4,1,5,1,5,133,7,36,7,5,6,1,271,107,49,18,3,1,57,33,4,2,5,850,5,4,2,11,1,3,2,13,1,9,11,2,18,28,1,2,7,2,3,112,1,58,12,6,3,160,1,2,8,4,449,7,6,2,7,23,2,3,2,337,3,2,15,3,0,3,5,0,1,14,2,9,22,32,13,4,3,6,7,2,61,3,9,5,14,10,6,17,9,17,1,2,79,17,36,5,10,4,12,6,0,5,14,2,4,276,3,1,23,4,169,4,3,1,46,2
"29",1,3,2,30,1,8,5,5,13,5,2,63,10,7,4,7,6,0,5,1,7,3,6,4,7,2,4,3,179,10,3,3,14,403,61,38,10,6,3,4,5,4,2,0,0,5,3,1,48,5,0,1,5,4,13,137,5,46,4,1,6,5,290,111,51,10,3,12,72,29,0,2,3,873,5,4,5,8,1,3,4,8,7,10,4,3,8,22,3,2,5,2,5,94,3,62,5,6,2,172,1,6,16,17,433,4,7,10,6,47,1,6,0,380,1,0,17,7,0,2,2,0,0,6,3,5,22,18,15,2,1,2,1,0,69,6,10,4,11,9,1,13,5,17,2,7,74,9,31,9,2,2,16,8,2,6,7,1,3,292,0,3,12,1,144,1,1,0,24,3
"30",7,4,2,20,0,1,1,7,5,5,2,60,16,6,2,11,4,4,3,3,8,1,8,2,6,2,0,1,174,3,3,4,17,452,52,47,10,13,1,6,1,3,6,0,3,7,3,0,50,1,2,1,6,1,5,141,2,23,4,4,3,2,305,118,61,10,1,5,66,34,0,2,4,885,3,1,1,14,0,1,4,14,3,19,14,4,6,23,4,2,11,2,3,85,1,62,4,4,2,151,1,1,13,3,444,3,2,4,3,27,1,12,2,337,3,2,15,6,1,1,5,4,2,10,1,7,24,17,9,0,0,5,2,0,92,3,18,8,18,10,9,12,21,21,2,2,68,13,34,5,8,2,11,12,2,14,2,2,5,288,5,0,8,2,129,2,1,1,26,7
"31",11,4,9,26,0,1,1,3,8,5,1,64,11,14,1,11,6,1,3,4,9,6,7,1,8,3,4,3,149,7,0,1,13,442,44,39,16,15,3,2,7,0,1,1,6,5,1,1,52,3,4,2,12,1,5,140,0,23,2,3,8,1,311,123,33,7,1,10,51,43,2,6,4,845,4,0,2,10,4,0,9,10,3,23,10,2,16,25,2,7,1,2,1,115,1,57,3,12,1,147,2,5,8,5,455,10,3,6,3,43,3,3,3,325,5,4,10,5,4,9,6,4,0,13,5,7,23,7,12,1,6,9,5,3,57,5,5,3,11,14,15,9,12,17,1,2,64,10,36,4,2,3,19,12,1,12,4,2,8,292,0,4,10,7,164,7,1,1,32,5
"32",4,6,3,42,3,3,5,7,12,9,12,65,17,5,1,5,3,2,4,1,11,1,9,7,11,3,1,6,144,0,1,2,18,386,62,37,14,13,4,0,3,3,5,4,3,5,10,0,37,1,4,0,12,3,4,137,6,36,3,6,3,5,306,117,62,21,0,8,56,21,0,1,0,882,16,4,3,2,2,3,7,13,5,15,8,2,15,32,5,4,12,1,3,78,0,58,5,5,0,141,4,0,6,7,423,3,7,4,4,38,6,11,8,363,0,6,13,11,2,3,0,4,2,11,0,7,30,20,13,4,1,3,4,2,70,10,15,3,18,13,4,16,16,17,0,1,76,7,33,8,7,1,18,6,2,8,2,0,12,260,6,2,13,1,155,1,0,2,31,4
"33",10,7,1,33,7,2,4,10,16,6,1,64,16,10,4,4,8,1,2,4,8,0,2,1,5,2,1,6,163,2,4,4,5,428,41,42,13,12,3,3,6,1,2,1,1,6,6,3,36,0,5,7,2,3,4,160,6,31,1,3,5,5,306,108,69,9,1,11,52,21,4,2,6,845,2,1,5,4,1,3,10,11,4,17,6,2,11,22,1,1,7,3,0,104,0,54,6,8,3,156,5,4,18,3,412,4,3,2,8,29,9,9,2,341,5,1,10,4,2,1,4,7,2,7,6,6,18,24,15,1,3,1,3,4,72,4,9,6,17,8,8,21,12,15,4,4,61,14,24,4,11,3,17,18,3,14,4,0,10,285,0,1,18,2,182,2,0,6,42,1
"34",4,6,3,33,1,1,5,0,9,5,2,63,10,9,5,13,9,0,4,0,10,3,6,5,3,1,2,4,151,0,1,3,17,461,58,44,4,20,5,4,5,0,0,3,0,7,6,1,35,5,3,4,6,1,3,158,5,24,1,3,9,4,302,112,56,6,1,2,63,24,6,1,1,896,7,1,3,3,2,2,4,13,1,18,13,2,10,13,2,2,4,2,3,92,3,51,3,3,5,154,8,3,4,4,424,5,2,1,1,46,5,17,1,322,4,3,18,8,2,4,1,8,0,9,2,11,25,14,9,5,6,3,5,1,81,6,5,5,17,4,9,17,19,23,3,3,53,6,25,13,9,3,17,8,4,12,0,3,4,281,1,1,20,7,157,6,3,3,32,6
"35",7,8,0,26,0,4,1,5,9,0,4,51,19,7,2,15,6,1,0,1,3,4,11,0,5,2,1,4,181,0,0,0,17,455,40,37,10,18,7,2,2,0,1,1,1,4,4,5,51,6,3,4,4,1,2,122,3,25,0,2,1,3,294,91,63,28,5,7,64,30,0,0,3,899,3,2,1,3,3,1,4,15,3,24,6,6,18,16,7,3,8,2,2,96,1,55,4,6,6,133,4,1,5,5,464,4,0,5,2,40,9,6,2,340,4,3,13,3,5,7,1,0,0,6,3,6,27,16,10,1,2,3,6,1,72,10,9,4,14,20,8,22,10,11,1,4,67,7,28,5,10,2,13,14,2,7,6,3,2,287,1,5,17,4,162,1,4,3,31,10
"36",3,3,3,43,0,3,3,3,10,1,6,56,10,20,3,9,7,2,1,2,7,5,3,6,5,2,0,3,161,0,1,1,18,404,40,35,9,21,6,1,6,0,0,6,1,7,6,2,30,2,2,5,5,0,5,144,1,25,2,0,3,2,282,119,56,8,7,7,73,26,4,3,2,910,4,1,2,3,2,2,10,14,1,16,8,1,12,37,6,2,9,1,3,110,0,50,3,7,6,162,2,3,10,4,405,1,5,2,2,26,10,5,1,359,5,2,9,7,5,5,5,1,4,6,3,2,35,23,14,2,4,4,4,2,75,7,16,9,20,9,9,1,17,20,1,2,84,10,13,8,11,2,13,13,2,11,4,0,8,273,1,3,14,8,173,1,7,0,28,11
"37",3,9,4,29,1,0,4,7,15,7,6,59,13,9,2,14,2,0,5,2,13,4,5,10,7,1,2,5,151,1,4,2,16,460,55,38,9,24,4,0,7,0,1,3,5,6,6,4,27,0,0,5,9,0,4,133,4,27,1,2,4,1,298,93,59,11,2,7,55,19,3,2,2,921,5,1,3,1,1,2,6,19,1,18,6,0,12,18,0,1,2,0,3,105,2,54,5,7,2,142,2,1,19,7,449,3,3,4,5,42,5,6,0,345,4,0,16,3,3,8,0,0,0,14,4,9,27,21,8,1,8,2,6,1,74,2,10,10,14,8,9,21,14,9,3,4,60,8,28,9,17,1,16,11,2,9,6,5,7,271,0,0,12,2,156,4,2,5,23,3
