"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"143",434,112,204,272,100,340,332,137,132,132,75,18,411,427,209,250,200,678,217,320
"144",242,189,304,197,146,558,634,557,56,175,163,187,236,382,38,60,220,154,258,244
"145",85,261,92,93,306,306,573,207,553,193,66,124,269,89,192,423,100,199,350,519
"146",197,98,65,354,460,389,392,261,211,126,178,304,321,187,373,30,206,93,252,503
"147",98,161,218,91,90,650,554,455,227,112,118,112,135,511,205,154,66,143,523,377
"148",181,151,201,80,335,649,460,345,209,288,341,154,450,172,108,210,107,99,156,304
"149",161,30,74,207,388,365,228,416,198,269,288,202,245,273,233,179,516,153,283,292
"150",251,266,160,212,333,597,427,210,109,201,189,70,305,282,271,171,121,143,196,486
"151",139,403,63,270,646,697,229,121,197,126,194,311,271,273,182,234,211,34,239,160
"152",96,121,269,412,211,571,274,358,338,195,123,192,204,310,214,87,217,332,205,271
"153",242,218,209,375,420,678,235,106,172,230,639,115,166,275,197,218,45,177,69,214
"154",129,151,225,288,191,730,507,114,153,132,31,215,227,315,506,87,126,101,184,588
"155",218,157,261,100,296,575,339,116,89,180,376,123,387,276,126,157,331,193,249,451
"156",101,138,122,116,596,358,397,437,120,103,253,309,299,658,72,193,194,103,232,199
"157",232,214,245,146,295,379,380,107,98,324,239,158,120,294,53,428,249,308,518,213
"158",100,109,162,231,257,443,251,274,184,110,236,153,399,306,230,381,361,144,348,321
"159",181,89,160,251,683,538,203,287,141,314,172,170,206,220,86,154,290,171,341,343
"160",126,88,172,316,316,394,652,141,90,201,176,107,255,482,187,37,321,56,472,411
"161",269,132,39,151,512,268,461,312,291,136,304,26,415,334,82,86,132,302,299,449
"162",100,264,94,128,291,618,705,217,242,140,270,68,189,241,34,76,201,273,128,721
"163",238,88,223,200,193,349,469,164,177,170,320,229,253,546,132,210,179,325,304,231
"164",124,64,162,215,398,474,431,201,427,252,85,90,574,296,163,121,226,292,141,264
"165",74,184,192,139,135,782,376,426,152,82,83,83,341,177,233,355,233,148,343,462
"166",337,173,155,131,364,451,438,157,116,158,156,240,109,636,424,77,197,83,320,278
"167",199,196,156,35,419,463,561,140,102,616,210,229,252,155,120,282,69,69,296,431
"168",116,111,183,139,424,517,670,259,295,132,102,176,102,173,88,233,275,245,113,647
"169",193,184,242,45,490,553,151,199,199,195,478,205,261,341,115,44,271,80,460,294
"170",101,129,165,284,205,323,379,232,262,310,357,118,430,243,133,214,179,126,357,453
"171",163,62,209,198,420,429,377,155,107,83,299,164,366,301,53,463,455,159,134,403
"172",244,312,65,116,295,490,482,240,85,131,208,365,104,324,140,70,354,479,245,251
"173",76,51,263,93,388,617,383,122,273,85,224,242,359,125,127,220,267,483,285,317
"174",280,136,203,220,371,455,273,221,167,257,237,87,314,404,212,149,276,234,184,320
"175",106,73,210,188,287,359,336,123,64,633,323,158,413,225,252,67,211,175,532,265
"176",312,68,344,594,109,728,646,162,257,180,130,187,209,177,182,96,68,56,175,320
"177",157,131,119,276,381,316,452,489,124,360,51,182,375,307,232,133,102,187,243,383
"178",102,218,271,145,117,650,722,151,115,43,186,239,382,441,103,130,307,131,201,346
"179",271,53,416,84,218,646,613,53,200,269,147,227,159,311,220,224,242,145,124,378
"180",227,114,259,434,235,643,478,226,290,290,112,91,250,285,127,113,74,61,411,280
"181",75,160,202,133,416,328,386,85,184,232,292,330,181,377,162,298,334,117,361,347
"182",181,114,241,164,331,598,758,217,211,87,251,221,190,353,90,69,285,233,232,174
"183",496,142,225,93,322,491,745,276,99,46,165,133,378,169,443,113,66,128,283,187
"184",374,79,83,35,481,463,345,114,30,125,150,108,749,480,214,199,319,185,121,346
"185",108,335,202,182,281,366,382,255,96,588,154,251,225,141,129,181,103,232,265,524
"186",115,146,212,100,280,895,413,343,292,469,107,156,87,298,116,172,139,137,287,236
"187",245,177,59,103,337,426,525,230,250,116,122,239,527,445,74,142,306,174,195,308
"188",411,78,210,207,369,512,527,151,183,304,175,282,181,315,182,223,64,113,278,235
"189",130,358,195,157,329,400,238,179,82,345,106,76,326,624,138,79,159,368,424,287
"190",143,190,84,283,464,458,339,100,148,134,406,152,357,313,246,127,225,166,265,400
"191",122,136,397,86,427,371,496,229,328,131,190,55,205,267,223,201,131,184,177,644
"192",135,269,74,57,632,341,459,137,187,127,285,176,410,277,225,142,250,359,212,246
"193",233,136,25,107,464,496,242,95,66,130,145,131,329,401,148,273,334,546,176,523
"194",347,264,63,197,264,637,220,269,39,223,141,111,378,309,273,283,265,58,190,469
"195",277,289,203,231,297,355,247,245,263,114,208,168,451,396,130,163,241,62,150,510
"196",301,27,259,42,439,564,576,437,106,170,238,95,130,716,132,123,120,105,87,333
"197",268,144,285,377,296,718,280,254,244,67,285,197,172,157,295,195,100,115,251,300
"198",251,272,149,102,507,764,217,331,144,295,142,234,254,126,107,84,156,135,275,455
"199",230,132,122,111,554,499,321,129,161,252,86,438,110,470,96,323,67,340,266,293
"200",57,106,149,127,225,945,467,144,133,344,129,283,240,360,319,104,141,299,201,227
"201",160,144,168,255,298,593,613,118,444,106,59,185,436,319,86,139,300,125,152,300
"202",384,121,303,226,211,323,509,327,86,313,235,140,397,207,245,83,187,171,123,409
"203",198,271,105,182,341,431,527,147,265,212,136,325,390,225,304,225,130,78,343,165
"204",225,60,85,91,202,362,699,147,185,258,202,507,158,207,50,78,339,499,259,387
"205",212,85,338,105,419,366,556,284,183,284,72,306,229,349,83,207,185,183,326,228
"206",154,212,212,143,499,333,496,152,57,190,190,111,314,433,58,179,162,143,510,452
"207",393,136,102,455,320,377,450,139,191,248,254,170,186,317,198,26,379,84,342,233
"208",330,239,472,145,267,549,328,53,161,159,204,159,242,286,307,195,229,48,336,291
"209",169,185,106,233,232,833,382,356,167,121,180,156,156,627,130,208,249,54,221,235
"210",311,49,257,89,188,503,297,329,84,326,134,390,220,463,253,119,122,126,442,298
"211",295,90,310,51,208,889,360,290,108,111,187,381,93,222,151,110,304,178,438,224
"212",143,273,351,188,376,624,418,334,71,248,162,126,198,291,159,178,79,60,106,615
"213",450,175,281,215,174,296,580,114,201,149,69,165,478,116,81,67,217,270,214,688
"214",361,73,157,154,432,690,237,252,182,127,227,148,385,286,146,264,254,34,280,311
"215",201,358,283,664,245,238,120,220,155,56,154,43,175,245,202,178,176,244,393,650
"216",371,158,198,406,241,480,391,337,61,99,150,164,414,268,197,187,83,277,110,408
"217",519,20,364,166,278,810,334,233,104,78,128,323,247,178,82,179,380,174,191,212
"218",156,66,101,163,378,282,411,83,171,244,459,336,379,225,308,92,217,133,303,493
"219",97,148,247,208,191,413,400,217,147,104,265,281,522,303,139,109,265,229,157,558
"220",204,170,89,195,135,674,417,168,103,287,240,213,259,168,63,296,290,216,108,705
"221",123,340,499,234,295,734,393,270,380,101,234,63,113,199,38,202,116,119,174,373
"222",237,108,235,104,347,419,518,544,223,256,238,54,273,326,236,104,104,77,165,432
"223",142,120,104,296,284,726,408,168,287,450,147,195,313,226,46,115,132,270,272,299
"224",204,102,177,171,271,396,266,154,172,473,110,324,316,136,270,154,109,388,458,349
"225",147,124,211,252,367,345,638,223,260,164,119,238,436,345,94,131,239,290,131,246
"226",19,296,302,48,188,950,391,311,231,175,111,219,156,218,51,153,281,171,408,321
"227",169,279,166,323,563,536,468,216,148,69,187,81,254,163,142,96,105,138,583,314
"228",212,177,203,141,209,607,331,181,139,137,235,273,233,156,338,216,122,43,358,689
"229",308,45,162,86,184,489,514,199,352,224,280,118,506,198,98,383,234,138,147,335
"230",352,297,182,220,338,482,364,308,165,137,274,177,121,332,136,235,168,199,182,331
"231",170,225,340,274,309,485,641,193,92,345,160,250,320,164,170,86,127,197,110,342
"232",152,110,105,242,336,369,380,128,417,201,114,179,308,484,316,178,132,177,346,326
"233",242,298,109,112,147,332,783,72,284,132,102,99,197,256,96,233,389,297,354,466
"234",269,181,130,194,291,554,215,102,444,199,175,395,214,265,248,223,124,162,220,395
"235",181,226,71,121,247,515,406,229,249,267,231,172,421,520,176,141,227,136,112,352
"236",178,176,157,235,378,760,412,162,280,36,242,116,228,132,138,225,148,190,208,599
"237",241,152,365,327,489,666,246,314,108,158,241,133,153,202,62,113,155,178,260,437
"238",429,171,146,188,258,411,161,164,180,186,315,183,431,307,117,115,291,127,198,622
"239",275,231,218,92,470,315,434,277,258,343,133,169,65,469,120,155,161,86,388,341
"240",243,186,142,431,306,741,528,221,49,384,172,133,169,189,137,160,157,116,218,318
"241",339,39,83,276,239,611,191,40,97,219,319,28,474,334,31,186,345,129,383,637
"242",130,190,158,47,316,410,358,107,235,328,183,378,340,504,115,141,121,113,235,591
"243",51,225,177,254,287,398,357,177,192,164,142,98,566,148,163,205,477,312,219,388
"244",223,165,502,110,477,398,214,145,286,196,185,224,232,213,140,213,173,319,372,213
"245",177,166,38,189,199,763,165,171,53,223,258,292,221,353,576,57,53,442,282,322
"246",258,356,278,248,222,318,283,148,168,88,255,401,389,131,201,169,164,132,417,374
"247",124,184,222,206,381,670,416,306,76,193,141,423,124,251,126,172,122,248,294,321
"248",227,182,244,212,97,508,557,155,108,335,234,80,304,460,35,167,306,188,246,355
"249",110,130,175,184,243,559,318,268,104,136,322,185,520,303,206,149,171,143,279,495
"250",292,68,156,115,284,527,292,269,286,271,75,425,602,305,85,149,151,302,81,265
"251",206,52,337,90,318,453,409,137,232,257,95,231,302,98,194,350,277,80,259,623
"252",318,65,67,400,556,478,295,215,86,117,202,241,370,274,20,214,121,351,246,364
"253",85,47,234,207,149,491,428,282,275,357,177,133,261,243,91,265,100,255,342,578
"254",185,122,356,294,167,359,414,152,236,173,194,282,311,104,95,179,308,452,214,403
"255",232,132,76,129,296,373,598,134,269,38,238,114,276,252,175,43,171,416,644,394
"256",210,127,271,232,168,727,245,125,401,282,303,123,199,211,245,84,225,81,194,547
"257",248,211,74,153,192,476,407,219,190,232,57,130,313,232,284,262,660,162,208,290
"258",195,146,268,38,216,597,182,217,199,184,239,68,219,600,392,117,320,205,205,393
"259",46,28,288,112,312,599,288,250,164,210,259,170,475,497,271,28,194,96,513,200
"260",161,343,325,123,494,321,387,115,156,215,112,213,148,369,119,310,273,242,174,400
"261",452,215,63,95,253,597,699,114,188,87,122,491,307,171,242,89,264,53,388,110
"262",304,208,128,159,247,120,459,371,346,200,185,147,394,280,194,45,107,273,424,409
"263",187,146,157,296,503,577,183,138,100,250,145,168,279,187,98,376,352,292,146,420
"264",164,12,187,132,292,370,573,139,155,99,162,219,371,367,288,128,174,229,560,379
"265",246,263,202,158,138,536,733,242,391,119,66,181,96,247,149,264,115,87,389,378
"266",104,198,137,327,250,322,141,242,287,202,283,106,343,487,249,81,247,148,218,628
"267",155,65,276,243,318,504,292,91,121,485,79,252,304,227,229,127,220,307,223,482
"268",102,220,119,156,377,824,383,178,39,115,77,349,213,252,211,226,289,141,384,345
"269",172,99,267,179,336,517,458,111,292,293,108,116,322,237,26,126,353,176,538,274
"270",127,106,200,138,244,590,179,246,100,178,195,183,394,368,152,207,294,199,550,350
"271",140,154,38,171,561,234,420,239,151,174,167,297,159,333,221,124,196,126,261,834
"272",120,95,283,286,192,1012,194,267,156,142,281,404,245,309,160,138,140,139,211,226
"273",304,72,157,153,320,325,386,200,430,158,476,298,287,244,92,335,128,24,303,308
"274",287,185,152,167,105,553,340,301,240,47,358,157,259,262,240,381,202,121,278,365
"275",244,155,355,135,316,503,599,300,200,46,127,352,221,149,34,39,509,131,169,416
"276",187,198,321,146,434,792,294,207,147,140,216,266,304,104,75,175,154,201,278,361
"277",294,116,144,121,181,634,573,148,202,41,227,80,415,243,165,292,301,230,284,309
"278",84,237,338,257,336,609,427,246,357,227,210,109,144,137,188,79,231,207,208,369
"279",164,115,272,111,266,497,365,188,304,129,107,175,156,571,140,51,687,204,197,301
"280",223,230,169,223,251,459,590,146,210,163,129,384,158,213,288,107,62,255,328,412
"281",267,194,125,84,301,881,261,428,52,240,55,103,115,456,279,400,110,46,315,288
"282",200,157,232,293,399,318,541,279,136,238,259,167,94,175,146,179,114,186,358,529
"283",129,193,320,101,393,315,329,155,180,164,264,87,516,366,103,345,182,547,112,199
"284",377,119,156,224,365,371,579,148,118,472,120,181,146,267,107,294,229,81,288,358
"285",23,176,172,218,191,593,235,282,135,331,145,236,502,164,146,182,222,321,213,513
"286",390,305,141,245,360,648,300,136,162,224,165,404,226,201,76,123,103,102,382,307
"287",330,21,216,70,165,635,561,492,30,175,170,287,422,171,119,116,379,135,121,385
"288",136,56,300,60,312,531,490,251,318,163,155,129,403,347,50,167,133,108,443,448
"289",254,349,136,92,129,284,665,387,211,175,329,171,160,120,98,159,361,330,189,401
"290",184,214,282,192,128,422,638,99,180,145,42,99,231,320,335,98,378,66,642,305
"291",172,178,187,241,289,464,293,348,194,184,71,253,301,313,160,106,223,284,401,338
"292",408,360,536,56,393,306,244,80,76,87,454,134,287,486,87,111,400,55,163,277
"293",147,74,263,90,292,582,653,156,202,105,203,99,466,448,40,45,295,159,209,472
"294",428,76,309,337,240,320,546,186,41,129,222,246,337,314,95,168,198,190,179,439
"295",199,151,135,412,120,433,357,334,152,148,346,167,241,416,181,200,235,105,285,383
"296",144,73,204,372,283,835,268,43,82,158,297,26,519,255,164,233,278,144,156,466
"297",481,106,94,196,253,351,503,178,431,176,155,82,363,385,101,288,186,119,223,329
"298",340,59,228,148,325,523,284,291,88,97,291,297,277,489,170,77,174,163,225,454
"299",221,123,292,153,253,703,286,177,110,328,151,84,376,402,156,73,213,338,106,455
"300",132,122,296,86,199,563,312,213,180,73,236,151,262,342,175,330,68,331,295,634
"301",194,92,186,178,495,649,216,176,103,106,93,312,291,225,283,422,309,66,298,306
"302",176,159,299,132,375,268,363,199,89,225,23,163,380,185,315,269,245,91,319,725
"303",83,140,392,75,502,352,537,59,153,180,275,60,214,189,388,235,277,146,142,601
"304",290,114,215,154,257,274,299,271,365,243,180,210,297,378,186,269,163,81,299,455
"305",147,229,303,132,252,490,590,107,101,250,223,205,380,307,311,93,74,99,317,390
"306",196,164,197,113,355,668,460,189,100,374,213,271,319,142,337,179,143,128,290,162
"307",383,130,205,66,325,349,612,331,52,204,146,433,415,348,84,293,91,60,144,329
"308",289,137,357,238,225,443,406,333,197,61,224,241,200,288,186,157,202,110,209,497
"309",204,104,97,205,339,602,781,171,374,174,231,56,457,193,210,132,243,99,113,215
"310",186,411,188,156,197,551,249,97,293,161,308,302,444,250,107,157,234,195,239,275
"311",334,109,184,214,99,348,570,227,367,111,154,106,477,313,238,257,149,261,288,194
"312",93,44,239,186,251,669,658,107,169,301,170,226,162,352,193,151,121,185,281,442
"313",230,222,126,284,221,556,487,219,129,153,263,126,281,212,217,245,186,215,225,403
"314",96,171,133,257,206,584,399,291,253,170,328,236,256,348,106,287,174,102,192,411
"315",115,392,127,153,117,675,591,59,223,209,205,75,336,470,114,221,208,212,337,161
"316",191,62,222,273,351,714,357,174,156,309,123,185,225,314,333,69,143,150,403,246
"317",610,117,218,102,304,344,276,150,130,180,240,122,248,224,407,78,177,250,446,377
"318",359,81,194,117,271,700,461,151,42,109,148,487,396,445,242,176,72,50,131,368
"319",236,214,78,273,569,572,129,271,61,84,62,140,237,375,190,326,28,279,303,573
"320",127,380,270,146,158,394,624,232,269,175,601,121,137,192,173,57,103,241,256,344
"321",184,411,132,99,422,493,429,146,113,133,386,211,351,327,38,98,163,147,284,433
"322",282,65,357,223,93,733,425,162,163,157,85,299,183,436,180,171,238,141,90,517
