"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"11",15,28,10,39,37,7,48,15,63,34,37,37,15,17,43,28,52,24,34,37,50,4,43,1,28,30,21,21,19,1,37,35,1,15,27,10,37,1,19,31,12,57,17,10,19,48,17,62,21,32,17,7,17,29,14,29,30,27,29,30,21,11,91,46,68,36,34,18,17,15,4,59,21,22,9,29,20,25,28,48,50,14,25,86,47,21,2,22,29,28,10,56,31,7,81,12,15,27,11,21,60,43,37,64,50,3,12,8,59,20,15,33,24,14,24,14,23,51,70,29,11,36,24,66,39,14,33,46,56,48,10,16,12,24,7,25,23,7,41,35,15,69,37,25,20,7,58,27,38,7,53,48,11,26,19,35,17,28,21,12,37,33,19,44,16,84,89,19,22,46
"12",6,32,31,44,18,74,71,29,17,16,15,65,24,24,26,16,30,4,2,48,15,27,19,22,19,32,20,21,38,39,13,10,53,9,41,28,18,31,16,48,12,23,41,32,29,53,19,26,24,11,50,26,26,17,51,23,43,5,37,29,26,46,100,41,42,36,13,14,34,22,48,10,33,24,42,44,41,57,40,38,30,51,12,31,34,25,30,17,27,62,12,12,32,25,38,14,11,12,28,11,32,16,27,42,61,12,21,28,23,26,32,4,23,28,20,20,39,13,80,30,21,38,25,47,3,14,11,56,36,14,20,10,14,29,29,17,13,38,33,33,23,67,35,19,19,16,44,26,28,33,54,22,30,40,27,36,32,36,22,30,23,42,20,22,34,52,40,24,26,47
"13",43,30,18,64,11,49,119,42,14,12,9,51,31,16,20,14,25,20,27,19,48,27,15,19,29,24,17,60,31,42,20,15,22,30,7,13,15,31,21,25,23,30,44,10,20,57,14,52,71,26,28,25,35,43,24,10,44,7,25,12,8,29,46,12,24,29,21,10,11,8,24,30,24,37,47,21,33,41,35,36,6,32,15,31,23,47,18,40,34,19,13,16,15,7,26,20,22,12,22,20,71,47,20,29,43,17,8,23,27,9,29,20,45,53,28,31,25,26,53,22,41,16,15,12,76,16,9,14,35,73,33,23,55,44,68,53,28,42,3,50,33,22,10,39,38,20,12,46,27,21,73,41,31,65,27,13,30,71,9,24,52,36,10,22,26,66,37,20,24,14
"14",4,36,45,6,6,26,59,16,54,20,11,33,26,13,45,28,39,44,11,42,12,54,45,48,43,29,8,21,25,23,51,17,15,27,8,32,15,17,48,19,15,18,17,32,23,46,27,14,30,37,22,47,20,32,45,35,32,28,15,14,20,17,100,11,36,73,19,9,14,26,10,5,70,28,24,23,26,16,14,43,32,37,21,39,17,23,13,21,26,38,28,43,17,12,69,14,8,23,19,29,41,33,17,51,35,13,42,29,42,29,14,31,60,19,61,22,24,25,52,23,37,49,31,25,20,8,20,52,50,10,33,31,38,36,13,19,19,33,20,61,34,21,57,19,50,17,36,4,20,17,75,7,22,21,13,63,68,28,28,24,53,27,5,32,29,59,61,36,4,19
"15",16,52,34,21,19,26,48,2,57,35,13,32,9,22,43,24,58,27,7,40,19,12,25,22,46,26,55,40,18,31,18,40,51,18,46,23,33,33,16,22,19,38,18,10,27,37,41,14,19,28,38,35,32,12,49,14,41,13,5,26,10,20,94,25,14,31,5,4,9,53,31,7,52,8,16,35,17,39,18,30,21,31,8,19,68,12,18,19,74,16,42,25,20,29,55,10,31,17,33,16,22,28,33,88,69,49,81,21,37,27,23,22,47,28,9,28,11,24,53,26,40,51,13,18,35,10,27,36,25,7,13,43,20,48,12,15,20,30,24,52,40,55,10,18,19,25,7,27,31,36,76,19,38,39,28,16,53,37,41,18,16,41,21,14,30,91,23,43,27,19
"16",47,44,32,4,12,8,76,39,14,6,16,68,20,47,22,15,34,28,3,24,9,3,24,16,17,11,10,48,42,16,44,26,8,36,21,34,26,16,26,50,47,41,31,19,37,25,12,17,25,38,24,27,53,11,60,21,36,15,17,21,15,18,34,17,34,13,30,46,40,30,13,26,12,47,10,23,36,47,22,55,13,31,21,40,14,22,32,17,24,42,13,13,32,10,31,57,9,26,10,55,44,65,6,26,51,10,34,21,34,33,41,35,10,43,84,21,25,20,71,42,21,25,11,25,65,21,2,35,61,16,24,25,86,27,28,20,73,29,12,46,45,11,24,28,10,19,25,10,46,73,74,28,51,31,10,34,20,25,35,33,21,33,13,33,11,35,64,21,31,39
"17",25,75,125,22,22,24,40,35,39,16,45,36,21,15,48,10,29,28,12,32,19,20,11,17,22,52,34,17,25,26,76,16,37,20,12,23,48,9,70,13,62,9,14,5,92,28,11,58,13,16,39,10,14,15,30,33,31,13,23,20,7,48,104,18,26,29,19,40,28,30,9,34,13,9,32,28,9,25,24,18,39,29,29,22,28,34,43,18,19,26,24,14,26,35,48,10,17,43,29,21,58,26,33,24,68,9,20,4,22,42,20,24,14,36,30,10,20,19,35,29,30,46,31,35,47,25,28,32,40,24,13,35,32,14,16,13,33,55,23,43,10,10,27,21,39,25,20,15,29,27,49,35,45,28,15,44,67,52,26,50,50,30,18,26,28,55,34,13,29,19
"18",6,25,40,6,33,11,42,7,52,35,28,26,14,13,32,60,59,12,14,16,39,14,39,20,15,66,29,24,13,21,15,43,18,32,18,34,53,17,28,50,18,59,7,35,11,73,23,24,12,25,14,40,38,34,2,27,31,28,32,11,64,14,24,16,68,26,12,8,37,35,5,11,24,36,21,26,57,35,73,24,16,16,10,15,33,10,11,25,30,46,17,26,16,25,40,11,38,30,12,11,61,55,12,46,98,12,19,27,44,20,14,15,44,25,31,20,37,42,47,15,23,49,26,38,8,29,13,17,30,46,24,21,26,30,6,20,68,14,28,42,35,31,20,43,15,21,50,17,52,30,39,28,25,45,19,16,92,37,24,18,57,40,31,20,21,87,48,37,34,9
"19",15,17,19,39,8,24,36,8,32,23,29,59,36,62,50,9,30,36,46,14,26,11,11,23,6,59,46,56,62,34,53,27,20,34,17,52,30,34,8,35,13,48,40,6,41,20,20,28,16,24,6,12,13,14,14,21,24,16,21,14,27,29,83,11,59,13,10,4,41,35,40,11,24,17,15,13,13,31,46,82,39,16,20,22,24,24,14,17,57,24,15,9,9,11,46,19,25,7,20,29,91,40,34,79,40,19,31,25,60,22,32,16,18,16,14,50,36,28,73,46,23,27,18,55,45,40,20,22,13,50,19,11,24,66,21,28,18,15,18,8,21,88,60,33,20,84,24,30,33,38,31,14,14,55,22,11,29,28,8,22,21,50,25,33,9,30,50,36,39,33
"20",43,31,24,15,32,33,48,20,4,30,35,51,11,11,21,38,11,24,39,35,33,25,20,23,41,20,3,27,35,48,14,10,60,43,17,7,41,44,17,38,35,48,30,66,35,14,29,20,24,31,33,14,20,33,32,5,21,34,47,30,2,38,31,10,31,11,23,25,40,22,35,10,29,12,19,15,36,43,34,34,34,5,48,40,48,4,45,14,63,23,13,44,24,42,35,27,17,15,12,32,98,36,34,42,34,28,32,51,25,15,14,56,32,30,19,24,42,21,65,42,13,23,10,41,47,47,6,28,49,25,23,41,30,22,23,5,12,25,10,29,8,28,5,33,35,5,17,23,54,16,74,27,14,3,9,66,11,59,15,19,35,46,36,41,45,122,49,24,16,8
"21",40,47,19,9,42,7,56,5,38,91,9,48,25,19,31,6,24,53,9,33,14,32,42,30,8,24,25,38,16,20,42,12,10,16,41,24,68,15,76,41,16,16,43,19,25,11,19,29,11,16,22,6,10,15,33,19,26,14,47,26,40,23,40,37,78,25,6,13,24,42,27,22,37,9,16,82,24,38,20,13,5,16,25,82,13,59,38,19,41,19,19,32,21,38,48,14,38,33,10,37,102,23,27,75,57,50,36,7,22,18,33,28,20,46,37,19,32,26,79,20,6,10,24,37,24,25,25,23,25,30,24,24,24,20,17,10,15,24,18,23,8,58,26,66,35,17,47,13,29,73,64,11,7,31,26,16,19,26,27,67,18,23,43,15,15,63,62,17,14,28
"22",26,76,25,25,26,21,28,68,20,13,24,46,12,8,36,11,27,24,19,16,19,15,60,13,41,69,7,30,29,5,42,41,82,31,14,55,19,37,26,74,8,36,4,42,34,10,14,15,64,57,25,5,25,6,27,26,24,5,16,11,16,44,46,9,25,30,28,6,15,46,7,23,26,21,43,10,31,36,15,21,15,42,31,75,64,29,16,21,67,39,25,38,28,23,34,17,12,31,15,11,21,46,20,62,42,30,10,22,21,45,53,24,8,13,30,16,22,30,35,13,49,18,19,64,29,25,4,8,57,46,20,51,18,11,3,28,26,30,4,26,33,21,31,6,17,22,27,55,43,41,70,63,21,20,13,37,67,41,20,38,18,12,38,39,16,82,48,13,54,50
"23",7,56,50,15,25,20,70,37,11,34,10,42,30,11,105,16,26,45,13,5,16,16,9,28,30,27,42,36,26,7,17,51,40,48,29,15,20,27,17,36,18,15,41,9,23,65,41,14,31,21,30,15,50,16,12,5,50,20,9,45,12,19,38,18,26,15,26,17,26,33,18,42,17,31,15,15,22,40,40,36,6,23,46,59,37,25,46,5,10,15,6,9,8,12,40,56,21,12,16,16,74,28,27,98,83,28,38,35,20,11,57,58,60,15,7,53,16,18,95,8,65,7,1,46,18,11,5,40,39,16,16,38,25,10,6,23,48,39,33,31,62,39,31,33,16,24,37,5,35,33,68,45,20,18,25,15,9,23,43,7,20,50,46,48,18,101,14,51,24,25
"24",22,45,40,11,47,20,72,28,33,31,27,66,45,26,48,36,29,12,28,59,54,11,30,22,13,35,16,70,43,10,32,7,16,21,40,14,40,36,30,58,21,19,36,21,9,52,28,27,10,37,16,30,36,86,22,9,40,24,2,18,15,36,29,18,14,8,20,16,13,65,11,34,28,17,33,8,39,21,30,28,8,18,42,37,23,24,12,18,42,19,35,12,33,24,53,3,46,35,36,18,70,44,13,64,39,18,21,57,26,28,15,15,13,10,14,43,37,18,69,25,38,51,13,42,37,23,13,21,36,22,20,38,28,29,29,12,41,6,25,11,39,81,25,50,23,19,48,25,4,10,69,27,5,48,34,41,25,26,16,9,24,15,11,27,13,74,42,40,49,20
"25",22,76,27,18,24,41,57,20,54,52,15,28,47,9,36,28,17,5,21,22,20,20,17,41,32,37,4,14,20,16,27,17,44,20,5,27,51,18,20,31,15,22,15,35,44,46,22,41,19,38,11,14,45,66,23,17,32,39,20,17,17,18,37,27,51,21,14,19,1,38,32,9,10,42,38,20,12,47,33,57,6,9,39,38,14,28,39,7,52,46,17,17,34,11,88,14,16,12,20,58,45,43,12,48,43,22,8,25,14,5,32,29,7,20,74,24,38,38,44,48,11,9,10,11,33,20,24,82,84,39,16,21,16,10,30,70,21,14,2,66,14,37,32,5,44,19,36,32,45,43,66,24,7,40,37,10,36,36,18,18,19,15,38,50,29,93,44,24,31,61
"26",37,46,27,3,15,65,63,39,21,26,16,32,53,27,22,28,4,9,29,6,84,9,24,23,31,25,14,28,28,20,21,47,73,31,16,10,17,24,15,62,44,15,19,11,57,20,26,2,27,18,47,21,45,25,22,24,23,10,5,28,52,40,70,39,92,23,16,19,36,28,15,37,22,18,28,8,40,63,22,25,9,13,40,22,10,25,7,29,22,24,11,24,15,13,61,39,22,26,20,14,58,20,19,75,48,10,28,46,29,8,24,40,12,9,23,13,17,41,48,28,27,27,35,57,60,42,35,42,32,16,47,38,9,15,16,13,26,23,13,43,75,60,7,12,31,8,18,28,76,12,61,46,38,22,11,9,95,21,39,36,22,15,14,26,12,33,18,18,87,40
"27",80,36,39,19,22,25,94,25,26,31,28,37,16,17,22,20,36,16,39,48,22,43,19,7,19,42,40,40,22,3,17,9,29,27,28,19,17,22,16,78,16,14,14,8,41,30,27,17,27,14,35,28,41,24,32,16,45,30,43,23,10,29,69,7,64,27,30,16,16,36,20,7,20,17,20,9,23,63,37,56,13,10,15,48,10,3,39,38,34,51,28,38,16,4,82,9,10,60,27,29,43,11,49,26,11,33,21,12,41,52,13,26,1,5,10,13,38,7,61,28,12,84,42,27,33,43,24,35,21,9,7,34,36,25,25,13,15,12,14,24,67,59,67,25,14,15,28,37,24,18,13,37,9,27,26,10,81,32,25,65,19,68,7,35,21,112,67,37,34,25
"28",9,13,55,19,29,20,82,29,15,37,12,40,54,17,31,33,17,31,20,9,14,65,33,22,9,14,25,31,43,17,16,25,42,18,1,13,41,32,34,50,4,12,34,22,53,7,18,16,59,32,32,33,28,29,20,30,33,35,53,19,8,64,35,21,87,9,2,20,17,15,17,18,65,39,12,35,23,10,19,19,11,50,28,63,20,38,12,18,29,24,17,35,60,26,34,13,31,41,6,9,50,25,35,62,44,20,71,16,37,10,25,46,12,2,21,27,3,33,37,62,45,25,9,46,21,52,23,41,24,14,11,10,14,15,29,21,43,13,22,40,11,41,42,14,35,23,56,14,38,55,35,44,28,27,25,23,39,23,18,37,37,42,43,38,62,66,60,31,17,34
"29",56,18,48,61,9,35,112,19,33,33,19,57,20,37,45,13,9,18,28,8,27,15,37,16,14,12,37,39,12,55,4,20,80,35,68,7,20,23,79,34,27,37,33,16,40,13,9,61,6,20,32,38,10,6,21,32,36,17,3,3,14,8,76,17,82,18,7,8,14,18,21,42,31,13,46,13,10,41,15,34,40,26,16,17,59,43,13,29,34,42,20,22,19,10,60,20,35,19,40,41,48,16,29,36,8,13,53,16,24,16,22,17,12,30,25,33,15,20,54,45,22,55,8,57,39,6,9,8,55,19,17,24,16,53,21,23,18,23,9,16,18,47,7,39,21,15,20,44,31,33,68,17,29,81,34,14,31,49,20,43,29,45,14,21,50,51,56,69,54,15
"30",39,59,53,31,50,53,50,4,24,22,51,52,6,29,48,36,19,13,12,32,24,24,39,5,16,60,30,19,39,29,11,26,20,30,8,16,35,23,21,24,32,2,9,44,46,48,23,22,11,27,61,2,16,9,15,13,44,9,12,12,24,32,41,8,11,33,20,59,10,12,35,22,52,16,39,11,25,25,49,38,34,25,41,8,34,16,49,20,17,28,22,12,13,10,67,37,4,34,7,27,100,42,52,74,64,25,31,30,16,15,29,28,25,10,9,17,42,13,73,8,18,11,9,76,21,17,33,27,61,67,53,21,67,12,15,9,12,21,12,41,55,39,17,7,33,52,31,32,23,17,67,17,18,23,17,17,53,81,24,20,41,19,12,31,18,58,43,28,37,58
"31",18,23,32,17,16,22,41,29,37,29,2,18,48,27,25,55,16,28,12,38,29,11,30,18,11,68,23,59,32,9,14,32,40,35,3,18,21,18,29,9,23,30,34,24,47,35,11,33,35,58,29,33,23,53,48,5,8,53,46,16,15,2,60,36,30,14,28,16,29,25,36,2,45,16,23,33,32,29,30,34,19,14,31,13,42,26,32,29,27,45,51,15,19,31,84,18,18,32,28,58,46,28,53,54,25,45,43,55,9,8,43,15,14,33,39,35,25,37,52,86,42,38,17,25,30,19,6,26,43,17,14,55,10,14,28,17,16,19,29,9,44,32,34,19,13,27,16,18,48,26,38,57,12,28,10,27,31,27,20,30,19,39,18,34,12,67,91,41,36,14
"32",20,35,25,45,14,3,66,9,37,14,23,42,15,26,17,6,27,22,31,14,30,38,30,12,39,15,29,68,37,2,26,23,11,25,23,35,24,15,31,39,58,20,25,25,28,25,46,23,47,33,26,48,21,47,39,64,57,31,8,33,31,38,58,5,11,8,12,55,33,30,18,27,21,21,33,42,39,46,21,21,39,42,44,72,34,17,37,4,36,24,34,9,18,48,53,16,19,39,13,21,24,30,18,68,52,15,6,25,27,3,15,14,16,43,41,25,17,34,51,28,13,8,10,41,13,22,29,45,21,19,15,58,38,16,21,25,17,33,9,36,23,54,17,21,33,32,30,62,30,42,72,33,10,40,16,17,36,10,10,13,38,13,59,74,25,63,50,32,29,39
"33",31,38,16,11,21,85,23,55,38,24,50,33,24,13,27,20,28,18,37,14,2,46,31,34,20,17,21,35,15,46,15,25,29,16,15,24,24,34,9,45,30,16,69,40,67,18,35,21,29,16,39,22,37,59,33,29,20,11,30,24,35,23,98,29,65,17,16,20,24,45,28,11,33,23,51,40,25,37,20,20,19,52,36,18,30,26,16,23,69,58,16,10,28,27,21,16,13,34,20,43,41,24,8,48,72,21,12,34,15,24,41,31,19,30,39,35,20,15,64,8,16,17,10,33,27,38,11,32,33,41,13,35,63,11,20,10,7,29,38,23,26,31,36,20,14,15,29,24,43,53,36,14,5,38,29,15,34,38,26,18,42,39,33,8,9,79,66,30,32,21
"34",24,59,86,7,20,16,70,35,61,8,13,35,33,23,42,32,21,31,22,7,52,33,65,13,24,13,9,22,16,15,58,32,30,12,9,15,58,34,13,27,36,18,39,34,47,40,18,22,11,41,64,10,27,9,8,31,11,10,17,46,21,30,86,43,33,29,27,14,43,8,27,24,27,25,8,23,31,15,20,13,84,19,25,30,21,34,13,44,42,33,18,53,22,6,23,10,29,33,14,36,40,18,16,65,50,30,11,31,26,11,27,4,23,23,13,33,42,31,61,16,14,27,8,70,48,15,25,26,26,17,36,9,23,39,23,24,45,28,29,73,30,34,39,12,9,15,64,16,30,51,48,31,27,69,26,7,29,50,25,11,32,51,28,24,7,56,31,33,34,35
"35",20,19,56,24,37,20,77,17,48,14,13,18,28,14,42,36,10,54,15,16,14,19,23,25,34,20,28,15,9,8,49,27,35,16,7,0,47,14,4,34,36,48,8,34,39,32,23,34,38,23,14,33,52,6,24,10,29,22,40,13,18,66,62,28,46,24,19,1,32,28,26,30,17,25,31,58,20,18,71,22,31,26,66,46,53,23,28,45,22,44,26,34,61,44,33,18,41,36,15,47,109,38,42,65,34,21,23,31,18,24,36,26,22,24,18,43,44,38,73,19,13,27,14,26,44,7,9,58,35,24,4,22,6,22,43,18,21,24,30,34,16,26,27,22,28,21,46,25,30,32,19,14,10,17,17,32,9,73,39,18,41,38,15,47,10,49,33,19,30,23
"36",29,34,31,65,16,14,93,28,23,36,16,14,21,31,32,29,45,23,30,35,18,35,27,16,22,7,19,13,11,34,44,8,10,23,28,20,52,55,14,44,18,61,32,9,35,15,42,14,26,9,16,16,22,22,27,32,20,26,51,46,21,22,67,29,27,22,70,20,52,59,46,29,52,39,22,12,11,55,32,19,35,14,16,51,62,31,6,22,51,57,21,35,26,53,43,30,1,20,27,28,64,30,32,50,34,25,14,20,13,15,24,42,12,11,46,51,28,18,25,30,13,14,7,29,102,49,25,23,49,35,29,50,18,21,23,26,8,42,9,11,62,25,20,27,14,15,25,38,16,32,86,19,13,23,23,21,29,29,17,10,20,37,4,9,6,95,49,13,34,3
"37",34,42,28,45,12,33,69,11,7,32,17,18,11,28,8,12,35,15,15,29,41,23,28,27,37,10,22,32,33,9,16,24,34,31,22,8,28,12,29,21,34,34,8,38,38,65,20,23,23,34,29,31,16,51,14,18,38,39,29,26,15,44,60,36,39,46,25,40,30,14,38,49,13,47,25,26,3,27,25,33,20,70,34,42,24,24,18,16,31,25,7,25,5,38,79,21,15,15,22,19,93,43,36,46,17,21,13,34,7,28,26,44,37,13,32,63,20,23,87,45,18,32,41,24,12,15,48,56,34,16,39,7,6,30,39,7,34,32,14,33,26,62,17,47,6,15,62,18,63,7,49,38,18,23,22,4,29,50,30,20,88,25,26,8,14,82,32,31,34,8
