"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"11",41,86,26,11,10,21,53,26,48,20,17,16,43,24,3,13,41,30,31,20,39,22,40,40,15,36,50,34,61,41,72,23,12,58,26,34,27,31,14,6,51,30,19,16,19,57,45,29,7,24,14,56,33,31,37,14,17,29,13,33,65,14,39,101,27,12,39,3,40,33,11,47,8,24,12,27,12,19,43,29,28,13,56,34,21,32,5,24,10,11,66,32,30,20,44,32,19,31,23,24,40,21,50,7,49,50,17,14,55,30,52,16,27,7,8,7,18,23,21,17,45,51,32,17,18,20,14,15,34,23,34,42,72,18,6,13,22,35,15,57,35,28,48,55,79,48,35,19,20,13,18,38,9,11,62,20,9,51,10,73,6,13,52,25,16,20,15,17,11,37
"12",17,37,5,33,36,13,22,14,22,13,6,21,31,47,23,23,6,14,34,30,15,9,11,44,14,14,20,19,73,23,23,71,32,43,17,25,19,31,24,4,5,9,54,18,16,53,26,13,18,17,32,55,43,26,41,14,12,19,21,88,36,18,74,107,14,30,34,16,14,42,40,23,11,14,21,1,35,16,23,14,42,24,15,24,62,58,22,14,21,20,26,37,34,15,16,54,55,18,22,20,46,14,10,31,85,37,24,17,21,29,29,6,37,74,24,35,14,29,41,34,53,17,37,51,45,35,6,28,42,25,16,36,63,39,35,29,3,12,43,55,13,33,18,23,34,35,19,37,29,31,39,33,19,27,48,22,33,37,29,60,42,32,78,32,21,41,15,15,24,34
"13",32,26,47,32,33,16,8,35,11,11,21,8,10,37,17,39,56,6,44,61,55,7,51,43,30,29,27,32,60,76,40,28,13,24,15,16,20,21,39,19,20,3,17,10,31,20,45,31,18,15,19,13,5,25,59,15,27,10,34,51,47,56,101,129,9,37,17,3,28,19,48,24,39,15,19,15,38,40,22,23,5,20,22,41,61,23,3,40,32,44,14,27,45,57,12,23,16,34,21,20,34,23,14,41,60,23,27,23,43,7,23,22,4,40,30,21,23,30,4,65,46,32,39,48,16,54,17,12,39,29,24,30,88,23,74,17,5,17,35,30,53,20,4,10,19,18,25,54,25,25,19,17,4,34,30,22,33,49,31,52,11,41,24,42,28,18,19,33,23,33
"14",14,20,18,9,9,22,8,35,34,40,6,14,7,68,10,22,29,32,13,24,13,5,37,24,12,22,28,96,26,73,30,7,27,71,31,26,44,18,15,14,8,18,35,11,18,32,27,35,12,12,22,60,19,26,46,2,31,22,37,58,58,20,82,119,25,29,6,16,18,15,31,11,27,21,33,20,75,35,19,38,34,43,34,22,26,57,28,1,20,46,27,42,16,35,29,35,51,44,29,47,63,59,62,15,51,23,27,31,4,18,17,14,7,9,35,38,35,24,9,23,35,34,93,18,43,42,11,4,50,11,36,61,38,9,14,29,28,22,22,63,19,10,33,53,44,19,14,9,48,3,35,29,11,4,30,10,33,20,36,63,14,35,43,37,13,19,54,18,32,37
"15",19,7,36,33,23,19,6,67,35,27,34,28,29,33,1,35,9,36,10,13,10,16,24,21,26,57,29,48,63,24,11,18,16,33,32,8,27,15,22,27,47,62,24,30,12,32,26,29,33,35,18,54,7,43,43,19,20,74,25,75,49,38,74,135,16,21,7,22,10,47,36,25,34,35,43,46,52,48,32,25,22,27,25,32,12,25,10,8,54,30,11,29,10,47,32,20,34,22,41,26,57,13,51,18,106,16,22,27,24,49,17,44,41,51,7,37,20,45,18,59,66,24,18,10,27,17,7,8,39,16,22,31,36,29,2,33,14,18,11,8,13,48,21,29,21,15,10,37,24,19,37,29,19,35,43,11,21,37,24,33,7,19,42,13,28,80,12,18,26,24
"16",25,33,24,8,17,29,21,15,52,20,39,59,20,4,29,17,8,15,2,32,23,17,14,28,19,48,26,30,9,30,25,37,18,28,20,32,21,38,57,16,27,81,42,27,38,66,41,9,14,32,60,35,39,38,21,22,15,14,39,22,77,40,87,99,2,18,25,8,36,41,23,14,12,6,27,44,30,42,47,15,34,27,33,32,19,39,34,35,8,47,42,2,20,43,47,28,38,14,4,47,59,29,26,24,44,24,11,8,18,11,9,39,26,15,7,8,17,35,14,29,63,17,52,25,47,34,49,22,31,18,26,54,111,13,32,28,32,17,6,22,42,22,8,18,53,21,31,35,43,48,15,15,14,35,25,38,39,18,4,62,31,7,27,50,24,32,56,6,25,31
"17",14,41,28,3,30,18,10,37,31,35,47,19,45,42,12,14,35,9,27,12,28,8,35,27,47,54,6,42,79,28,49,3,16,20,36,21,11,16,27,11,19,40,10,28,23,52,74,57,24,28,20,24,17,40,40,33,12,50,19,68,40,36,105,95,4,20,17,24,47,13,34,22,11,27,23,10,13,18,11,13,34,11,27,28,12,34,25,7,16,36,27,28,46,19,30,39,40,18,10,9,50,38,35,36,61,37,19,44,0,30,53,24,18,33,20,20,37,14,12,38,50,30,27,27,32,25,3,31,38,40,33,14,43,13,26,30,14,9,15,26,16,49,36,36,38,46,50,28,69,15,64,22,11,13,32,18,20,20,24,61,36,31,42,58,32,24,11,52,40,31
"18",29,28,26,25,8,5,35,39,34,51,25,41,20,47,42,28,33,15,11,1,20,13,10,70,37,24,16,49,30,51,85,13,7,52,11,26,30,19,56,17,35,16,9,22,42,24,58,12,10,7,19,39,19,24,22,22,21,26,19,44,39,29,51,83,25,22,25,37,15,33,51,17,13,82,26,3,14,15,16,41,18,53,45,20,51,17,20,27,27,7,16,15,15,34,42,43,76,23,17,14,65,12,22,11,64,27,38,46,26,10,25,51,13,21,39,36,14,24,20,25,35,53,22,24,10,21,7,19,31,64,16,41,30,19,13,40,19,70,48,53,21,35,43,53,47,23,28,20,42,9,31,25,8,7,58,38,43,34,7,74,18,40,41,39,19,17,26,20,9,15
"19",19,9,20,43,19,14,24,20,47,15,19,10,18,31,17,20,23,10,15,38,10,7,32,51,26,41,22,36,38,50,34,74,70,96,1,20,50,36,17,24,41,48,26,28,25,50,27,14,9,25,4,45,7,21,28,14,23,9,35,31,62,28,173,104,26,20,26,6,25,26,13,6,21,18,18,26,31,21,35,18,46,63,27,13,23,35,34,13,9,28,7,15,24,22,17,46,26,39,18,62,47,10,25,25,28,4,13,39,23,12,24,8,29,45,15,43,32,29,15,22,30,96,23,28,37,21,24,21,7,33,12,30,68,37,39,36,17,13,18,31,36,26,40,36,48,47,31,33,14,13,55,23,56,16,52,15,8,62,34,41,22,12,44,33,7,38,13,30,17,43
"20",46,32,37,14,36,24,16,7,17,46,15,22,24,18,18,24,12,21,24,17,25,34,36,84,21,23,30,49,59,51,63,33,18,41,21,70,40,26,36,47,37,45,15,24,38,42,33,24,74,32,15,16,19,14,70,20,19,18,28,47,15,34,105,78,34,46,7,31,15,28,50,13,16,23,21,6,28,58,35,35,26,30,35,27,18,29,23,58,7,24,21,50,26,22,14,31,53,30,16,29,51,17,17,14,35,21,32,7,15,12,53,9,29,18,37,17,18,10,30,22,21,46,67,12,32,14,39,40,35,26,24,21,63,22,8,14,20,20,22,25,48,33,9,16,55,27,16,24,26,38,42,21,18,14,48,21,22,54,13,16,19,33,56,11,27,50,10,27,8,9
"21",35,36,34,31,12,28,16,6,45,21,18,21,61,7,58,25,15,19,11,9,22,23,17,14,33,6,21,42,61,49,35,23,8,12,22,25,37,12,27,23,48,33,33,33,39,20,44,46,33,11,11,59,9,13,21,21,14,21,13,84,33,40,55,90,25,15,12,45,20,26,30,41,8,10,32,14,79,46,34,25,29,63,62,18,54,44,23,11,13,61,32,78,21,6,51,45,19,19,25,42,16,43,22,9,38,42,6,25,51,6,11,37,21,26,30,6,11,18,32,46,55,42,17,4,48,29,25,36,49,34,33,34,63,43,32,17,21,26,16,29,42,11,24,53,22,14,31,15,29,36,26,41,18,12,45,18,27,24,39,40,61,25,42,4,11,41,11,24,16,27
"22",9,55,8,5,14,11,7,46,25,35,21,36,39,32,51,28,22,12,19,16,6,21,33,17,14,63,33,67,47,28,36,16,9,33,9,18,27,50,20,30,22,4,28,16,22,11,67,9,28,27,16,24,26,33,45,48,9,7,28,34,36,40,62,91,14,28,28,56,18,25,5,22,5,32,25,13,55,15,53,57,34,66,27,25,2,34,20,21,32,12,39,34,21,30,60,60,23,11,30,42,45,31,54,25,17,24,8,9,8,23,24,15,50,21,6,31,25,36,15,65,30,42,45,31,21,42,12,30,55,23,45,50,118,29,17,35,36,12,9,26,17,14,13,29,17,18,34,49,23,44,45,14,31,6,53,18,37,50,7,45,35,15,43,27,34,35,10,38,38,46
"23",14,10,74,26,14,25,6,13,18,17,36,35,19,19,22,10,31,5,14,13,20,32,34,45,26,32,19,30,37,59,42,9,46,47,25,18,38,57,16,20,27,46,22,43,39,59,48,39,16,22,38,32,18,27,17,20,12,9,18,34,32,49,117,100,19,11,11,4,57,53,16,25,26,6,30,27,52,18,53,22,67,28,33,71,21,33,5,10,8,28,22,15,29,65,26,19,44,30,8,24,71,38,14,49,68,24,23,48,27,20,18,52,22,29,26,11,15,18,21,21,40,33,35,9,12,34,17,36,32,41,42,25,48,28,16,27,14,13,2,36,4,27,44,43,21,26,16,16,12,33,53,32,20,21,63,13,8,47,13,51,45,30,42,24,35,35,16,36,11,35
"24",18,20,59,42,8,17,23,33,89,2,14,71,26,21,32,15,43,10,7,31,20,0,38,59,26,14,18,51,43,59,61,31,21,30,21,30,28,39,33,11,27,20,14,19,19,49,60,33,39,30,14,23,44,37,25,19,41,15,10,22,47,30,90,48,72,24,20,31,54,6,6,9,41,21,19,17,17,24,12,41,54,23,28,38,39,16,10,15,11,16,23,19,48,17,29,12,17,19,11,10,30,13,31,11,75,16,31,39,29,6,71,5,19,40,14,16,20,16,67,22,23,60,54,8,30,39,40,36,53,76,17,35,64,45,15,82,7,15,35,48,35,34,14,11,12,17,58,12,24,26,25,30,31,38,46,19,55,22,13,44,41,10,16,6,38,30,10,10,27,35
"25",36,24,22,40,28,9,19,43,40,41,53,25,50,23,26,22,49,31,8,19,44,24,10,14,22,16,8,37,23,47,39,24,27,13,17,17,13,30,29,34,38,12,17,40,4,12,58,10,14,21,5,53,16,54,10,8,11,13,36,59,83,25,41,83,40,5,7,38,57,24,22,22,22,12,24,36,56,29,33,6,58,46,43,71,15,63,7,5,13,32,9,40,31,73,44,15,19,23,25,22,86,26,15,60,46,26,56,10,16,39,14,24,17,9,26,16,17,21,39,38,42,9,36,19,11,23,26,17,17,20,35,44,43,9,43,17,34,16,20,11,11,61,17,12,37,20,26,21,49,43,38,20,12,12,49,24,52,71,29,54,37,21,50,9,17,15,51,18,28,97
"26",37,4,19,3,12,40,24,3,37,77,27,21,54,18,8,43,13,22,17,15,9,91,35,77,20,32,14,39,59,39,12,22,5,32,23,9,36,12,63,26,32,36,15,5,20,35,94,8,32,23,31,24,17,26,40,39,18,11,15,27,39,38,135,74,16,25,23,12,41,38,38,42,20,45,39,10,63,12,31,34,22,33,31,20,14,40,22,13,17,28,45,54,28,19,109,19,32,31,20,27,35,16,33,34,79,33,22,14,16,6,29,24,2,15,12,32,6,38,42,14,16,51,27,29,22,38,12,17,48,7,17,18,44,29,11,9,15,26,17,81,19,41,31,31,17,53,27,29,12,15,28,26,28,11,57,14,34,18,28,33,35,27,24,29,43,14,21,50,15,58
"27",37,14,15,8,16,51,22,13,34,44,35,13,14,36,38,16,13,21,17,7,25,12,21,34,21,20,31,33,56,20,33,4,41,27,22,71,28,50,21,20,49,12,14,20,14,53,20,7,29,11,43,35,2,32,37,16,6,42,20,42,50,46,128,118,22,20,28,23,47,17,14,22,16,27,24,17,16,16,38,29,22,46,36,22,8,14,39,65,31,10,28,26,19,13,16,45,41,16,24,30,58,14,47,40,74,14,43,9,5,21,15,46,29,18,17,25,46,30,15,55,20,30,39,20,13,18,14,5,35,15,21,24,116,37,17,25,42,32,14,52,19,17,13,56,76,29,8,18,25,9,54,5,38,40,80,20,60,35,48,66,21,49,63,15,31,7,28,15,9,9
"28",31,5,30,23,32,10,38,11,34,14,46,7,16,10,20,32,24,18,25,19,15,13,41,15,26,49,38,32,42,46,31,12,36,32,34,41,19,36,42,7,40,32,28,9,29,31,11,32,43,20,20,13,11,22,19,39,56,11,2,42,39,35,66,79,26,31,4,31,29,26,17,23,28,48,22,66,21,31,35,9,9,35,37,40,25,21,63,22,14,36,24,33,22,49,14,22,36,39,52,23,46,17,44,17,54,19,11,33,33,42,36,53,22,15,9,7,14,66,28,42,9,42,71,29,36,11,10,30,43,8,19,29,61,98,24,20,34,14,33,34,36,49,8,46,29,14,35,49,23,8,63,18,22,45,23,30,10,33,49,42,31,32,58,20,22,28,36,12,8,14
"29",13,5,27,60,26,17,11,33,39,63,8,32,23,6,16,18,5,13,64,13,9,21,24,35,14,42,45,41,54,25,24,8,44,34,23,22,12,42,29,24,12,31,33,18,47,33,67,27,9,37,15,39,51,31,42,17,42,23,7,35,52,25,114,90,32,58,41,21,82,20,14,31,21,19,19,12,28,44,29,11,31,32,28,26,11,21,26,5,13,24,42,31,27,44,32,40,36,19,13,24,51,28,32,26,61,9,42,23,9,39,39,18,32,24,59,4,17,5,41,22,57,12,22,7,35,23,31,13,26,14,10,38,77,8,41,29,29,41,17,41,37,11,27,51,37,33,19,22,38,27,10,33,23,32,71,15,9,33,20,34,26,41,39,25,23,9,51,33,7,44
"30",21,22,19,73,24,61,17,11,14,14,8,27,26,7,11,12,9,58,24,23,10,11,17,38,37,8,13,16,51,57,27,58,13,22,16,21,30,27,25,19,25,38,16,31,34,38,43,41,10,27,16,50,5,26,32,39,10,29,17,49,20,30,107,121,10,9,26,10,13,57,14,14,19,60,38,30,28,44,17,23,30,22,52,43,14,22,22,17,15,25,70,52,18,29,24,59,56,35,2,26,29,18,25,22,43,16,50,30,24,60,13,39,50,35,26,44,34,23,38,13,16,36,40,22,37,37,36,2,24,33,17,24,59,36,24,50,25,44,18,23,10,26,14,49,31,27,6,12,39,19,28,23,63,49,53,24,16,23,57,20,48,9,8,29,14,41,39,20,25,47
"31",19,16,47,25,31,23,25,7,20,32,38,28,2,19,16,38,28,9,17,15,10,17,29,27,49,13,20,40,23,40,19,25,49,15,17,11,30,27,9,17,16,14,23,26,5,82,28,20,24,77,46,34,11,24,24,23,41,9,17,59,58,13,70,39,27,21,6,39,37,36,41,38,37,42,18,13,30,30,15,12,47,39,32,23,17,26,18,57,33,28,13,43,37,48,50,33,77,17,42,28,86,25,18,26,36,35,22,32,26,37,42,26,29,7,32,34,42,28,29,24,20,39,39,25,33,23,33,46,64,53,12,30,89,28,11,38,31,28,37,47,34,15,15,25,11,36,13,19,19,17,17,24,18,29,28,33,8,24,7,66,30,13,21,17,36,39,56,22,20,51
"32",20,15,32,9,13,15,30,21,43,46,75,25,3,29,12,35,28,24,16,18,29,13,18,53,32,34,13,45,69,40,22,20,11,15,27,4,30,12,30,25,37,38,15,16,16,21,27,15,16,50,11,64,38,17,16,40,1,21,13,27,28,25,107,110,11,11,13,38,29,35,33,16,27,39,66,63,13,14,13,22,6,30,25,57,23,30,24,26,23,33,7,63,4,32,11,39,34,26,13,27,116,45,34,35,29,49,18,7,33,39,6,41,13,19,14,28,6,32,13,10,76,27,30,25,19,38,20,23,57,18,39,35,59,9,27,21,60,30,15,48,28,21,24,32,18,29,33,37,32,45,33,10,17,27,79,27,33,41,46,56,27,27,20,9,14,41,79,11,8,37
"33",23,9,20,7,15,24,12,19,34,15,24,21,18,24,33,33,22,12,26,27,45,12,10,29,40,78,28,76,22,25,42,32,35,39,21,23,30,11,15,6,35,21,14,15,45,20,19,13,14,9,1,46,21,15,24,14,30,7,31,39,35,46,49,149,40,48,23,28,70,38,35,27,10,52,43,22,49,61,37,40,25,3,105,43,18,9,30,7,7,35,22,28,36,33,25,17,66,20,8,56,54,7,49,35,57,23,21,42,47,13,49,21,34,44,28,43,26,19,7,16,18,45,32,23,33,11,12,14,47,32,19,46,53,25,19,37,26,20,29,43,36,21,38,14,29,68,38,58,24,7,47,26,15,25,36,4,9,27,17,50,32,4,19,63,28,15,23,7,9,27
"34",38,7,16,20,14,35,32,51,11,1,6,8,15,26,28,16,33,19,24,24,33,12,35,45,15,28,19,29,41,23,45,30,56,94,16,29,11,31,44,39,14,5,97,5,21,21,35,44,21,28,16,59,18,13,30,25,8,20,19,64,35,10,83,67,30,19,11,18,31,27,16,21,10,24,39,9,42,27,10,21,53,58,23,34,36,49,10,27,7,31,10,43,24,37,85,56,30,6,21,12,84,22,33,56,43,51,36,12,40,49,25,48,21,29,2,44,8,60,17,19,27,16,41,12,44,13,27,18,21,24,15,44,79,5,28,17,34,54,21,35,13,26,41,8,24,27,73,31,14,35,29,39,48,63,37,10,5,24,10,55,65,19,22,11,8,61,29,2,17,16
"35",61,55,24,16,13,14,78,5,70,16,21,25,27,34,9,16,15,14,22,11,11,28,13,35,18,29,23,40,42,45,18,15,27,16,19,8,6,21,49,25,21,51,41,23,20,13,21,8,16,5,37,27,46,30,50,32,35,22,21,25,62,28,99,90,22,41,18,42,22,25,0,76,15,15,24,14,16,63,35,31,62,42,22,26,31,43,3,12,10,13,30,32,13,41,45,78,58,20,9,54,36,21,44,37,42,47,53,26,29,32,25,11,22,12,14,31,22,27,15,16,33,40,25,22,17,25,18,17,30,49,7,21,77,9,32,54,18,11,14,44,68,25,14,20,33,39,25,26,14,7,16,27,56,33,22,41,1,43,38,50,28,53,84,30,19,51,18,5,19,10
"36",10,28,25,30,22,57,27,44,40,13,51,28,6,30,3,17,11,10,30,15,27,9,23,42,25,31,10,38,44,124,23,22,16,29,37,40,35,36,47,16,43,32,15,5,24,18,37,47,12,38,36,48,14,61,47,5,32,22,20,22,32,37,63,97,8,14,10,23,39,30,36,48,26,17,9,16,25,55,14,15,19,26,49,27,7,10,16,35,7,51,48,43,29,44,40,40,31,23,9,36,19,17,33,32,39,54,29,8,16,21,43,45,13,23,22,11,11,17,38,15,94,28,12,18,17,16,20,25,53,21,32,29,56,37,13,41,41,34,54,57,33,60,35,41,23,11,38,32,42,8,29,14,14,22,35,31,34,38,28,32,32,34,39,13,15,21,14,34,15,26
"37",13,22,21,32,22,39,14,22,47,22,31,30,13,23,35,20,5,19,25,12,18,17,45,41,23,44,25,36,60,39,18,42,38,29,27,34,77,30,76,15,15,29,37,22,25,18,57,38,24,6,19,45,7,20,36,31,31,20,15,78,43,24,84,99,29,2,24,10,28,52,12,27,48,24,24,13,22,16,16,16,6,35,39,50,34,9,21,36,9,35,24,20,33,45,20,61,38,15,44,28,37,83,32,42,43,36,21,22,45,32,11,12,15,39,48,16,43,7,41,23,43,27,26,7,20,35,23,5,34,32,32,39,51,47,16,37,38,12,13,24,30,7,16,4,24,27,35,24,32,20,29,10,12,2,77,18,8,79,31,37,8,13,23,54,27,34,44,31,14,32
